Order reference,uuid_brand,brand category,carrier,ts_submitted,Order amount,fg_stock_issues,fg_on_time,fg_reception_issues,Reception Issue
O_7REVASPC_473,1ed6b374-39ba-6300-8054-567a60de2e1c,Beauty & Wellness,dpd,2024-01-25 10:22:34.000000 UTC,€32.00,TRUE,FALSE,FALSE,OK - No Reception Issue
O_5T1T192E_138,1ed6b374-39ba-6300-8054-567a60de2e1c,Beauty & Wellness,cogepart,2024-01-02 15:08:44.000000 UTC,€288.00,TRUE,FALSE,FALSE,OK - No Reception Issue
O_KQPKMBA2_571,1ed6b374-39ba-6300-8054-567a60de2e1c,Beauty & Wellness,cogepart,2024-01-21 16:21:33.000000 UTC,€101.52,TRUE,TRUE,FALSE,OK - No Reception Issue
O_3AWEF4WE_544,1ed6b374-39ba-6300-8054-567a60de2e1c,Beauty & Wellness,dpd,2024-01-05 10:44:38.000000 UTC,€144.00,FALSE,TRUE,FALSE,OK - No Reception Issue
O_KQ93NNCX_445,1ed6b37a-bea8-6480-91d9-567a60de2e1c,Beauty & Wellness,dpd,2024-09-06 09:50:15.000000 UTC,€127.44,TRUE,TRUE,FALSE,OK - No Reception Issue
O_F56AJ84B_910,1ed6b37a-bea8-6480-91d9-567a60de2e1c,Beauty & Wellness,dpd,2024-08-22 16:08:47.000000 UTC,€172.51,FALSE,TRUE,FALSE,OK - No Reception Issue
O_7GE8NE6Y_053,1ed6b37a-bea8-6480-91d9-567a60de2e1c,Beauty & Wellness,dpd,2024-08-31 14:35:09.000000 UTC,€274.74,FALSE,TRUE,FALSE,OK - No Reception Issue
O_BDYBTRMB_288,1ed6b37a-bea8-6480-91d9-567a60de2e1c,Beauty & Wellness,dpd,2024-09-03 17:47:19.000000 UTC,€145.34,TRUE,TRUE,FALSE,OK - No Reception Issue
O_LFWRNRT7_408,1ed6b37a-bea8-6480-91d9-567a60de2e1c,Beauty & Wellness,dpd,2024-09-27 18:05:03.000000 UTC,€141.12,FALSE,TRUE,FALSE,OK - No Reception Issue
O_3TZNYL99_410,1ed6b37a-bea8-6480-91d9-567a60de2e1c,Beauty & Wellness,cogepart,2024-09-09 17:42:29.000000 UTC,€242.16,TRUE,TRUE,FALSE,OK - No Reception Issue
O_4F8VDJHB_194,1ed6b37a-bea8-6480-91d9-567a60de2e1c,Beauty & Wellness,dpd,2024-08-22 11:07:05.000000 UTC,€164.35,FALSE,FALSE,FALSE,OK - No Reception Issue
O_89QK4GCX_454,1ed6b37a-bea8-6480-91d9-567a60de2e1c,Beauty & Wellness,cogepart,2024-09-06 07:06:29.000000 UTC,€468.44,TRUE,TRUE,FALSE,OK - No Reception Issue
O_P69AZW6P_700,1ed6b37a-bea8-6480-91d9-567a60de2e1c,Beauty & Wellness,cogepart,2024-08-12 19:13:45.000000 UTC,€220.75,FALSE,FALSE,FALSE,OK - No Reception Issue
O_QQ74LQFB_934,1ed6b37a-bea8-6480-91d9-567a60de2e1c,Beauty & Wellness,dpd,2024-09-03 10:49:55.000000 UTC,€165.32,TRUE,TRUE,FALSE,OK - No Reception Issue
O_QDREH1M5_476,1ed6b37a-bea8-6480-91d9-567a60de2e1c,Beauty & Wellness,cogepart,2024-08-15 13:33:54.000000 UTC,€848.01,FALSE,TRUE,FALSE,OK - No Reception Issue
O_JBS34P5W_754,1ed6b379-9704-6b00-8ed3-567a60de2e1c,Fashion & Accessories,dpd,2024-07-06 08:31:13.000000 UTC,€352.80,FALSE,TRUE,FALSE,OK - No Reception Issue
O_M7N2VR88_112,1ed6b379-9704-6b00-8ed3-567a60de2e1c,Fashion & Accessories,dpd,2024-02-06 10:33:58.000000 UTC,€390.60,FALSE,FALSE,FALSE,OK - No Reception Issue
O_2EKCRC1G_609,1ed6b379-9704-6b00-8ed3-567a60de2e1c,Fashion & Accessories,dpd,2024-04-22 05:59:39.000000 UTC,€144.00,FALSE,TRUE,FALSE,OK - No Reception Issue
O_XR2G2D8G_666,1ed6b3a4-946b-6800-b0c6-567a60de2e1c,Beauty & Wellness,dpd,2024-03-15 13:05:00.000000 UTC,€108.00,FALSE,TRUE,FALSE,OK - No Reception Issue
O_MHK2DP7J_391,1ed6b3a4-946b-6800-b0c6-567a60de2e1c,Beauty & Wellness,dpd,2024-04-17 22:04:00.000000 UTC,€232.00,FALSE,TRUE,FALSE,OK - No Reception Issue
O_J9QH9MP8_264,1ed6b3a4-946b-6800-b0c6-567a60de2e1c,Beauty & Wellness,dpd,2024-02-09 14:31:34.000000 UTC,€108.00,FALSE,TRUE,TRUE,Not received
O_GMDQN2JY_387,1ed6b3a4-946b-6800-b0c6-567a60de2e1c,Beauty & Wellness,dpd,2024-05-14 12:13:04.000000 UTC,€128.00,FALSE,TRUE,TRUE,Damaged
O_9YT7BPV7_682,1ed6b3a4-946b-6800-b0c6-567a60de2e1c,Beauty & Wellness,dpd,2024-05-19 12:05:40.000000 UTC,€120.00,FALSE,TRUE,FALSE,OK - No Reception Issue
O_4KGZ947S_631,1ed6b3a4-946b-6800-b0c6-567a60de2e1c,Beauty & Wellness,dpd,2024-04-27 08:14:30.000000 UTC,€108.00,FALSE,TRUE,FALSE,OK - No Reception Issue
O_FRJS6XAJ_428,1ed6b3a4-946b-6800-b0c6-567a60de2e1c,Beauty & Wellness,dpd,2024-06-16 17:03:03.000000 UTC,€150.00,FALSE,TRUE,FALSE,OK - No Reception Issue
O_C25JTWWT_162,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-06-24 07:39:59.000000 UTC,€259.72,FALSE,TRUE,FALSE,OK - No Reception Issue
O_3Q14B72E_900,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-07-16 09:34:36.000000 UTC,€130.75,FALSE,TRUE,FALSE,OK - No Reception Issue
O_PJG2QWFF_081,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-01-20 17:17:04.000000 UTC,€389.98,FALSE,TRUE,FALSE,OK - No Reception Issue
O_8GQNFJYK_310,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-01-19 13:18:10.000000 UTC,€100.03,FALSE,FALSE,FALSE,OK - No Reception Issue
O_PHV71SHN_223,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-03-13 07:48:43.000000 UTC,€186.52,FALSE,TRUE,FALSE,OK - No Reception Issue
O_WVE832WB_134,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-01-09 16:15:54.000000 UTC,€180.51,FALSE,FALSE,TRUE,Damaged
O_BQ5Q2H4P_294,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-01-23 16:08:28.000000 UTC,€149.26,FALSE,FALSE,FALSE,OK - No Reception Issue
O_ATCV1NW5_508,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-06-01 14:11:36.000000 UTC,€187.35,FALSE,TRUE,FALSE,OK - No Reception Issue
O_WP91TXB7_618,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,cogepart,2024-07-12 10:07:46.000000 UTC,€249.69,FALSE,TRUE,FALSE,OK - No Reception Issue
O_41W2KFB3_204,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-01-18 14:02:06.000000 UTC,€122.23,FALSE,TRUE,FALSE,OK - No Reception Issue
O_9PLNVS7R_200,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-05-16 16:02:06.000000 UTC,€156.24,FALSE,TRUE,FALSE,OK - No Reception Issue
O_HTPJ52E5_791,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,cogepart,2024-01-18 20:50:58.000000 UTC,€157.15,FALSE,TRUE,FALSE,OK - No Reception Issue
O_GA6RAK4J_512,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,cogepart,2024-04-28 08:40:15.000000 UTC,€154.95,FALSE,TRUE,FALSE,OK - No Reception Issue
O_HFEQXBVM_160,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-06-20 08:18:08.000000 UTC,€261.48,FALSE,TRUE,TRUE,Defective
O_M3TDJ896_193,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-03-06 18:17:50.000000 UTC,€206.10,FALSE,TRUE,FALSE,OK - No Reception Issue
O_KG17JE91_457,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-04-27 17:24:57.000000 UTC,€221.98,FALSE,TRUE,FALSE,OK - No Reception Issue
O_VEJLQXFS_036,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-05-03 07:59:36.000000 UTC,€202.83,FALSE,TRUE,FALSE,OK - No Reception Issue
O_EF2YYYVS_932,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-06-24 19:29:58.000000 UTC,€250.81,FALSE,TRUE,FALSE,OK - No Reception Issue
O_7ZJR6MVL_415,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,cogepart,2024-01-31 18:12:50.000000 UTC,€189.51,FALSE,TRUE,FALSE,OK - No Reception Issue
O_CQCE5KR9_406,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,cogepart,2024-06-21 12:57:23.000000 UTC,€274.97,FALSE,TRUE,FALSE,OK - No Reception Issue
O_SM2PJJRV_523,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,cogepart,2024-06-25 13:56:05.000000 UTC,€249.91,FALSE,TRUE,FALSE,OK - No Reception Issue
O_XD6FRGYY_765,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-01-09 15:27:38.000000 UTC,€141.12,FALSE,TRUE,FALSE,OK - No Reception Issue
O_M2FS85FX_751,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-04-02 10:08:45.000000 UTC,€167.16,FALSE,TRUE,TRUE,Damaged
O_5RLR37W9_663,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-02-02 09:56:05.000000 UTC,€265.18,FALSE,TRUE,FALSE,OK - No Reception Issue
O_LQ7R2P7L_875,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-06-24 13:51:06.000000 UTC,€294.19,FALSE,TRUE,FALSE,OK - No Reception Issue
O_J49JPTQV_894,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-07-26 17:10:21.000000 UTC,€157.83,FALSE,TRUE,FALSE,OK - No Reception Issue
O_M3GSP8EL_766,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-08-15 15:03:51.000000 UTC,€300.74,FALSE,TRUE,FALSE,OK - No Reception Issue
O_N5WEY9E4_726,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,cogepart,2024-03-05 17:54:55.000000 UTC,€370.02,FALSE,TRUE,FALSE,OK - No Reception Issue
O_Z6HD9CKG_683,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-01-18 15:16:25.000000 UTC,€645.44,FALSE,TRUE,FALSE,OK - No Reception Issue
O_BWPPYF4M_788,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-03-20 09:10:01.000000 UTC,€140.72,FALSE,TRUE,FALSE,OK - No Reception Issue
O_YGDHK355_590,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-01-24 08:40:52.000000 UTC,€154.44,FALSE,TRUE,FALSE,OK - No Reception Issue
O_9TC4EYZ4_960,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-04-30 22:27:30.000000 UTC,€187.49,FALSE,TRUE,FALSE,OK - No Reception Issue
O_GQ4QM621_292,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-01-06 10:17:36.000000 UTC,€164.60,FALSE,TRUE,FALSE,OK - No Reception Issue
O_RW1395C2_986,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-05-15 10:29:14.000000 UTC,€221.47,FALSE,TRUE,FALSE,OK - No Reception Issue
O_68MTNHK9_565,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-01-20 16:56:49.000000 UTC,€140.40,FALSE,TRUE,FALSE,OK - No Reception Issue
O_GQP7XVWA_709,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-01-24 16:34:28.000000 UTC,€339.54,FALSE,TRUE,FALSE,OK - No Reception Issue
O_8Z3W8PTJ_385,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-02-23 19:48:13.000000 UTC,€149.26,FALSE,TRUE,FALSE,OK - No Reception Issue
O_D192T699_836,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-06-22 16:45:36.000000 UTC,€137.06,FALSE,TRUE,FALSE,OK - No Reception Issue
O_92CC64WT_590,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-06-22 05:02:13.000000 UTC,€360.42,FALSE,FALSE,FALSE,OK - No Reception Issue
O_TSA26WF1_641,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-01-24 11:11:38.000000 UTC,€108.00,FALSE,TRUE,FALSE,OK - No Reception Issue
O_B5A5YCX5_625,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-06-22 09:12:10.000000 UTC,€575.13,FALSE,TRUE,FALSE,OK - No Reception Issue
O_QR7YE3JX_710,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-01-19 11:47:20.000000 UTC,€309.25,FALSE,TRUE,FALSE,OK - No Reception Issue
O_C39M6WAM_957,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-01-19 20:20:57.000000 UTC,€124.37,FALSE,TRUE,TRUE,Damaged
O_QGRNBN4V_864,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-05-18 15:51:18.000000 UTC,€141.56,FALSE,TRUE,FALSE,OK - No Reception Issue
O_ZHTQSLNP_689,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-06-24 09:48:51.000000 UTC,€263.16,FALSE,TRUE,FALSE,OK - No Reception Issue
O_HG8SF3EW_270,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,cogepart,2024-01-24 15:27:05.000000 UTC,€258.49,FALSE,TRUE,FALSE,OK - No Reception Issue
O_99R4LMKH_954,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-07-07 07:19:43.000000 UTC,€168.26,FALSE,TRUE,FALSE,OK - No Reception Issue
O_3ZGB252Y_169,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-02-19 10:55:47.000000 UTC,€346.05,FALSE,FALSE,FALSE,OK - No Reception Issue
O_155ZVN8Y_976,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-06-19 09:58:06.000000 UTC,€131.40,FALSE,TRUE,FALSE,OK - No Reception Issue
O_JH999WT4_411,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-01-26 09:31:10.000000 UTC,€128.32,FALSE,TRUE,FALSE,OK - No Reception Issue
O_VM1KLDYV_199,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-03-01 18:02:48.000000 UTC,€154.95,FALSE,TRUE,FALSE,OK - No Reception Issue
O_53G15FDW_010,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-05-25 09:42:27.000000 UTC,€412.21,FALSE,TRUE,FALSE,OK - No Reception Issue
O_YLMLENCK_128,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-07-12 13:24:58.000000 UTC,€393.60,FALSE,TRUE,FALSE,OK - No Reception Issue
O_PGZ2F6NE_308,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-01-25 20:45:07.000000 UTC,€159.18,FALSE,FALSE,FALSE,OK - No Reception Issue
O_8QFMGKQY_696,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-07-02 09:15:44.000000 UTC,€139.76,FALSE,TRUE,FALSE,OK - No Reception Issue
O_ZF9RACGZ_336,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-08-28 06:14:07.000000 UTC,€240.63,FALSE,TRUE,FALSE,OK - No Reception Issue
O_AMHZKCJD_631,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-01-24 16:09:18.000000 UTC,€125.78,FALSE,FALSE,FALSE,OK - No Reception Issue
O_XB288NLX_589,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-07-06 10:14:20.000000 UTC,€157.32,FALSE,TRUE,FALSE,OK - No Reception Issue
O_A15RYY57_270,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,cogepart,2024-05-03 15:10:54.000000 UTC,€124.85,FALSE,TRUE,FALSE,OK - No Reception Issue
O_413B22ZA_677,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-01-18 09:01:21.000000 UTC,€134.35,FALSE,TRUE,FALSE,OK - No Reception Issue
O_9JPZTQQP_041,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-04-27 16:31:00.000000 UTC,€363.80,FALSE,TRUE,FALSE,OK - No Reception Issue
O_JW4XJNYT_915,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-01-22 08:30:04.000000 UTC,€260.47,FALSE,FALSE,FALSE,OK - No Reception Issue
O_FSVL34HV_327,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-05-28 09:19:26.000000 UTC,€505.39,FALSE,TRUE,FALSE,OK - No Reception Issue
O_KQGX16JN_957,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-06-18 09:06:47.000000 UTC,€335.68,FALSE,TRUE,FALSE,OK - No Reception Issue
O_S18D3PZK_379,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-06-24 10:15:10.000000 UTC,€142.27,FALSE,TRUE,FALSE,OK - No Reception Issue
O_G7T3NYN3_600,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-01-03 13:34:17.000000 UTC,€190.74,FALSE,FALSE,FALSE,OK - No Reception Issue
O_FDTL9ZNM_387,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-03-02 09:35:32.000000 UTC,€186.06,FALSE,TRUE,FALSE,OK - No Reception Issue
O_RMJNX2PV_557,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-04-13 07:58:30.000000 UTC,€145.15,FALSE,TRUE,FALSE,OK - No Reception Issue
O_F8M6XA6W_481,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,cogepart,2024-01-10 17:22:10.000000 UTC,€219.10,FALSE,TRUE,FALSE,OK - No Reception Issue
O_1S4WMPF7_246,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-06-25 17:58:53.000000 UTC,€435.57,FALSE,TRUE,FALSE,OK - No Reception Issue
O_AB7RQQJE_625,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-04-12 08:43:45.000000 UTC,€240.08,FALSE,TRUE,FALSE,OK - No Reception Issue
O_CWX91FNL_727,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-04-27 13:50:09.000000 UTC,€221.47,FALSE,TRUE,FALSE,OK - No Reception Issue
O_W4VPJKLV_346,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-03-07 08:19:18.000000 UTC,€193.24,FALSE,TRUE,TRUE,Other
O_TCPRK2AR_187,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-03-19 15:04:01.000000 UTC,€130.45,FALSE,TRUE,FALSE,OK - No Reception Issue
O_RLW6YQQ9_994,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-04-13 16:55:05.000000 UTC,€126.50,FALSE,TRUE,FALSE,OK - No Reception Issue
O_RW68KLY8_812,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-01-18 10:04:22.000000 UTC,€123.67,FALSE,TRUE,FALSE,OK - No Reception Issue
O_HS5HF25A_139,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-01-31 11:57:20.000000 UTC,€190.87,FALSE,FALSE,FALSE,OK - No Reception Issue
O_89W3YV9M_175,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-04-03 10:22:49.000000 UTC,€123.15,FALSE,TRUE,FALSE,OK - No Reception Issue
O_HCSNL3AD_767,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-01-06 14:42:23.000000 UTC,€228.41,FALSE,TRUE,FALSE,OK - No Reception Issue
O_B55EKMFY_519,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-08-05 09:17:25.000000 UTC,€127.16,TRUE,TRUE,FALSE,OK - No Reception Issue
O_QEQPYM1T_617,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-01-25 16:38:06.000000 UTC,€176.52,FALSE,TRUE,FALSE,OK - No Reception Issue
O_99T9MDA6_584,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-04-11 09:05:26.000000 UTC,€135.64,FALSE,TRUE,FALSE,OK - No Reception Issue
O_LH13JDDS_068,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-05-29 06:35:58.000000 UTC,€147.68,FALSE,TRUE,FALSE,OK - No Reception Issue
O_V1WH468X_717,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-06-20 08:24:45.000000 UTC,€172.22,FALSE,TRUE,FALSE,OK - No Reception Issue
O_EWBTQFDX_412,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-01-09 11:59:47.000000 UTC,€141.56,FALSE,TRUE,FALSE,OK - No Reception Issue
O_B861L262_777,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-01-22 14:12:57.000000 UTC,€185.76,FALSE,TRUE,FALSE,OK - No Reception Issue
O_8SY7M8XL_032,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-05-25 12:14:18.000000 UTC,€146.37,FALSE,TRUE,FALSE,OK - No Reception Issue
O_8KF44BFP_243,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-07-05 11:44:25.000000 UTC,€135.08,FALSE,TRUE,FALSE,OK - No Reception Issue
O_9AVYBJHQ_303,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,cogepart,2024-07-02 14:49:52.000000 UTC,€163.08,FALSE,TRUE,FALSE,OK - No Reception Issue
O_YQ4CVHKE_583,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-02-08 16:49:37.000000 UTC,€193.76,FALSE,TRUE,FALSE,OK - No Reception Issue
O_YWXRA9PR_836,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-07-31 16:16:59.000000 UTC,€146.37,FALSE,TRUE,FALSE,OK - No Reception Issue
O_LWYXNCR8_628,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-03-14 11:21:53.000000 UTC,€259.14,FALSE,TRUE,FALSE,OK - No Reception Issue
O_KHS4V4L8_186,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-02-09 12:58:30.000000 UTC,€127.73,FALSE,FALSE,FALSE,OK - No Reception Issue
O_6C3JY8LB_756,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-01-25 18:55:50.000000 UTC,€134.35,FALSE,TRUE,FALSE,OK - No Reception Issue
O_7SP26BD5_411,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-01-31 11:56:26.000000 UTC,€143.49,FALSE,TRUE,FALSE,OK - No Reception Issue
O_C8QMPH76_068,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-06-23 07:45:54.000000 UTC,€161.61,FALSE,TRUE,FALSE,OK - No Reception Issue
O_N6JL4EW6_762,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-06-25 16:41:08.000000 UTC,€152.08,FALSE,TRUE,FALSE,OK - No Reception Issue
O_3SLQ2TLE_867,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,cogepart,2024-01-17 14:37:04.000000 UTC,€126.35,FALSE,TRUE,FALSE,OK - No Reception Issue
O_DMT346XR_471,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,cogepart,2024-08-26 16:10:53.000000 UTC,€144.00,FALSE,TRUE,FALSE,OK - No Reception Issue
O_XP1SVGDR_249,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-04-11 13:33:49.000000 UTC,€213.94,FALSE,TRUE,FALSE,OK - No Reception Issue
O_3X1D1T69_672,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-04-23 14:29:33.000000 UTC,€193.85,FALSE,TRUE,FALSE,OK - No Reception Issue
O_8GBASCVM_712,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-01-29 11:49:32.000000 UTC,€205.78,FALSE,TRUE,FALSE,OK - No Reception Issue
O_2RH1QQW2_876,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-05-27 07:53:19.000000 UTC,€284.47,FALSE,TRUE,FALSE,OK - No Reception Issue
O_QVEADZDN_430,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,cogepart,2024-09-02 08:29:33.000000 UTC,€140.62,FALSE,TRUE,FALSE,OK - No Reception Issue
O_S1SRMC51_157,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-01-09 15:47:55.000000 UTC,€141.12,FALSE,TRUE,TRUE,Damaged
O_6WYGZ7AP_786,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-01-21 11:00:47.000000 UTC,€161.01,FALSE,TRUE,FALSE,OK - No Reception Issue
O_QJN2CCET_457,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-01-24 23:04:06.000000 UTC,€171.19,FALSE,TRUE,FALSE,OK - No Reception Issue
O_V3BB5KZM_488,1ed6b375-3b38-6280-82e2-567a60de2e1c,Beauty & Wellness,dpd,2024-06-25 18:13:01.000000 UTC,€220.85,FALSE,TRUE,FALSE,OK - No Reception Issue
