order_details_id,pizza_id,category_id,order_id,quantity,order_date,order_time
1582,piz_42,1,707,1,12/01/2015,15:41:32
1583,piz_55,3,707,1,12/01/2015,15:41:32
1584,piz_21,1,707,1,12/01/2015,15:41:32
1585,piz_30,4,708,1,12/01/2015,15:52:44
1586,piz_09,1,709,1,12/01/2015,15:53:56
1587,piz_61,2,710,1,12/01/2015,15:59:52
1588,piz_21,1,710,1,12/01/2015,15:59:52
1589,piz_10,2,710,1,12/01/2015,15:59:52
1590,piz_60,2,710,1,12/01/2015,15:59:52
1591,piz_54,1,711,1,12/01/2015,16:21:10
1592,piz_20,4,711,1,12/01/2015,16:21:10
1593,piz_67,2,711,1,12/01/2015,16:21:10
1594,piz_39,3,711,1,12/01/2015,16:21:10
1595,piz_72,4,712,1,12/01/2015,16:22:18
1596,piz_03,4,713,1,12/01/2015,16:31:56
1597,piz_80,4,713,1,12/01/2015,16:31:56
1598,piz_02,2,714,1,12/01/2015,16:55:08
1599,piz_61,2,714,1,12/01/2015,16:55:08
1600,piz_52,2,714,1,12/01/2015,16:55:08
1601,piz_14,2,714,1,12/01/2015,16:55:08
1602,piz_43,2,715,1,12/01/2015,17:05:33
1603,piz_53,3,715,1,12/01/2015,17:05:33
1604,piz_81,4,715,1,12/01/2015,17:05:33
1605,piz_28,2,716,1,12/01/2015,17:06:05
1606,piz_42,1,717,1,12/01/2015,17:24:44
1607,piz_21,1,717,1,12/01/2015,17:24:44
1608,piz_24,1,718,1,12/01/2015,17:46:30
1609,piz_21,1,718,1,12/01/2015,17:46:30
1610,piz_22,1,719,1,12/01/2015,17:52:27
1611,piz_16,4,719,1,12/01/2015,17:52:27
1612,piz_50,4,720,1,12/01/2015,17:53:59
1613,piz_38,2,720,1,12/01/2015,17:53:59
1614,piz_67,2,720,1,12/01/2015,17:53:59
1615,piz_45,3,720,1,12/01/2015,17:53:59
1616,piz_12,2,721,1,12/01/2015,18:17:15
1617,piz_17,3,721,1,12/01/2015,18:17:15
1618,piz_38,2,722,1,12/01/2015,18:20:58
1619,piz_56,4,722,1,12/01/2015,18:20:58
1620,piz_22,1,723,1,12/01/2015,18:21:04
1621,piz_48,2,723,1,12/01/2015,18:21:04
1622,piz_28,2,724,1,12/01/2015,18:24:47
1623,piz_50,4,724,1,12/01/2015,18:24:47
1624,piz_21,1,724,2,12/01/2015,18:24:47
1625,piz_28,2,725,1,12/01/2015,18:33:14
1626,piz_16,4,725,1,12/01/2015,18:33:14
1627,piz_06,1,725,1,12/01/2015,18:33:14
1628,piz_60,2,725,1,12/01/2015,18:33:14
1629,piz_68,3,726,1,12/01/2015,18:34:25
1630,piz_68,3,727,1,12/01/2015,18:44:57
1631,piz_66,1,728,1,12/01/2015,18:53:17
1632,piz_70,1,728,1,12/01/2015,18:53:17
1633,piz_74,2,728,1,12/01/2015,18:53:17
1634,piz_02,2,729,1,12/01/2015,19:20:41
1635,piz_61,2,729,1,12/01/2015,19:20:41
1636,piz_68,3,729,1,12/01/2015,19:20:41
1637,piz_07,3,730,1,12/01/2015,19:22:00
1638,piz_45,3,731,1,12/01/2015,19:27:47
1639,piz_19,4,731,1,12/01/2015,19:27:47
1640,piz_37,4,732,1,12/01/2015,19:30:17
1641,piz_26,1,733,1,12/01/2015,19:57:36
1642,piz_14,2,733,1,12/01/2015,19:57:36
1643,piz_48,2,733,1,12/01/2015,19:57:36
1644,piz_06,1,733,1,12/01/2015,19:57:36
1645,piz_48,2,734,1,12/01/2015,20:00:30
1646,piz_75,1,735,1,12/01/2015,20:35:34
1647,piz_67,2,735,1,12/01/2015,20:35:34
1648,piz_62,2,735,1,12/01/2015,20:35:34
1649,piz_03,4,736,1,12/01/2015,21:35:14
1650,piz_19,4,736,1,12/01/2015,21:35:14
1651,piz_42,1,737,1,13/01/2015,11:31:34
1652,piz_57,1,737,1,13/01/2015,11:31:34
1653,piz_66,1,738,1,13/01/2015,12:16:47
1654,piz_28,2,739,1,13/01/2015,12:19:38
1655,piz_24,1,740,1,13/01/2015,12:29:51
1656,piz_27,1,740,1,13/01/2015,12:29:51
1657,piz_03,4,740,2,13/01/2015,12:29:51
1658,piz_30,4,740,1,13/01/2015,12:29:51
1659,piz_14,2,740,2,13/01/2015,12:29:51
1660,piz_07,3,740,1,13/01/2015,12:29:51
1661,piz_38,2,740,1,13/01/2015,12:29:51
1662,piz_64,3,740,1,13/01/2015,12:29:51
1663,piz_39,3,740,1,13/01/2015,12:29:51
1664,piz_37,4,740,1,13/01/2015,12:29:51
1665,piz_81,4,740,1,13/01/2015,12:29:51
1666,piz_76,4,740,1,13/01/2015,12:29:51
1667,piz_60,2,740,1,13/01/2015,12:29:51
1668,piz_82,2,741,1,13/01/2015,12:49:09
1669,piz_22,1,742,1,13/01/2015,12:53:01
1670,piz_38,2,743,1,13/01/2015,13:08:32
1671,piz_53,3,744,1,13/01/2015,13:34:48
1672,piz_22,1,745,1,13/01/2015,13:36:53
1673,piz_24,1,745,1,13/01/2015,13:36:53
1674,piz_02,2,745,1,13/01/2015,13:36:53
1675,piz_33,4,745,1,13/01/2015,13:36:53
1676,piz_35,4,745,1,13/01/2015,13:36:53
1677,piz_38,2,745,1,13/01/2015,13:36:53
1678,piz_74,2,745,1,13/01/2015,13:36:53
1679,piz_17,3,746,1,13/01/2015,13:41:13
1680,piz_73,4,746,1,13/01/2015,13:41:13
1681,piz_20,4,747,1,13/01/2015,14:15:02
1682,piz_68,3,747,1,13/01/2015,14:15:02
1683,piz_17,3,747,1,13/01/2015,14:15:02
1684,piz_03,4,748,1,13/01/2015,14:27:31
1685,piz_43,2,749,1,13/01/2015,14:29:23
1686,piz_67,2,750,1,13/01/2015,14:48:09
1687,piz_90,3,751,1,13/01/2015,15:07:35
1688,piz_52,2,751,1,13/01/2015,15:07:35
1689,piz_31,2,751,1,13/01/2015,15:07:35
1690,piz_73,4,751,1,13/01/2015,15:07:35
1691,piz_52,2,752,1,13/01/2015,15:19:25
1692,piz_89,3,752,1,13/01/2015,15:19:25
1693,piz_13,4,753,1,13/01/2015,15:22:11
1694,piz_52,2,753,1,13/01/2015,15:22:11
1695,piz_07,3,753,1,13/01/2015,15:22:11
1696,piz_08,3,753,1,13/01/2015,15:22:11
1697,piz_67,2,754,1,13/01/2015,15:47:56
1698,piz_21,1,754,1,13/01/2015,15:47:56
1699,piz_42,1,755,1,13/01/2015,15:50:49
1700,piz_33,4,755,1,13/01/2015,15:50:49
1701,piz_75,1,756,1,13/01/2015,15:55:11
1702,piz_83,4,756,1,13/01/2015,15:55:11
1703,piz_19,4,756,1,13/01/2015,15:55:11
1704,piz_38,2,757,1,13/01/2015,16:10:34
1705,piz_43,2,757,1,13/01/2015,16:10:34
1706,piz_17,3,757,1,13/01/2015,16:10:34
1707,piz_73,4,757,1,13/01/2015,16:10:34
1708,piz_33,4,758,1,13/01/2015,16:14:43
1709,piz_44,3,758,1,13/01/2015,16:14:43
1710,piz_90,3,759,1,13/01/2015,16:14:56
1711,piz_26,1,760,1,13/01/2015,16:27:40
1712,piz_68,3,761,1,13/01/2015,16:30:20
1713,piz_88,3,761,1,13/01/2015,16:30:20
1714,piz_14,2,762,1,13/01/2015,16:36:36
1715,piz_29,3,762,1,13/01/2015,16:36:36
1716,piz_06,1,762,1,13/01/2015,16:36:36
1717,piz_60,2,762,1,13/01/2015,16:36:36
1718,piz_02,2,763,1,13/01/2015,16:38:57
1719,piz_07,3,764,1,13/01/2015,16:39:39
1720,piz_60,2,764,1,13/01/2015,16:39:39
1721,piz_26,1,765,1,13/01/2015,17:11:41
1722,piz_14,2,765,1,13/01/2015,17:11:41
1723,piz_36,3,765,1,13/01/2015,17:11:41
1724,piz_68,3,765,1,13/01/2015,17:11:41
1725,piz_34,4,766,1,13/01/2015,17:21:45
1726,piz_05,4,766,1,13/01/2015,17:21:45
1727,piz_21,1,766,1,13/01/2015,17:21:45
1728,piz_58,2,767,1,13/01/2015,17:21:48
1729,piz_84,3,768,1,13/01/2015,17:23:34
1730,piz_33,4,769,1,13/01/2015,17:43:17
1731,piz_55,3,770,1,13/01/2015,17:44:13
1732,piz_68,3,770,1,13/01/2015,17:44:13
1733,piz_24,1,771,1,13/01/2015,17:59:32
1734,piz_68,3,771,1,13/01/2015,17:59:32
1735,piz_78,4,772,1,13/01/2015,18:07:59
1736,piz_02,2,773,1,13/01/2015,18:18:15
1737,piz_51,2,773,1,13/01/2015,18:18:15
1738,piz_27,1,774,1,13/01/2015,18:31:07
1739,piz_76,4,774,1,13/01/2015,18:31:07
1740,piz_22,1,775,1,13/01/2015,18:42:12
1741,piz_03,4,775,1,13/01/2015,18:42:12
1742,piz_62,2,775,1,13/01/2015,18:42:12
1743,piz_64,3,775,1,13/01/2015,18:42:12
1744,piz_76,4,776,1,13/01/2015,18:50:43
1745,piz_06,1,776,2,13/01/2015,18:50:43
1746,piz_22,1,777,1,13/01/2015,19:10:20
1747,piz_74,2,777,1,13/01/2015,19:10:20
1748,piz_33,4,778,1,13/01/2015,19:18:08
1749,piz_07,3,778,1,13/01/2015,19:18:08
1750,piz_64,3,778,1,13/01/2015,19:18:08
1751,piz_66,1,778,1,13/01/2015,19:18:08
1752,piz_02,2,779,1,13/01/2015,19:19:58
1753,piz_40,2,779,1,13/01/2015,19:19:58
1754,piz_04,3,779,1,13/01/2015,19:19:58
1755,piz_07,3,779,1,13/01/2015,19:19:58
1756,piz_28,2,780,1,13/01/2015,20:12:49
1757,piz_14,2,780,1,13/01/2015,20:12:49
1758,piz_14,2,781,1,13/01/2015,20:31:17
1759,piz_21,1,781,1,13/01/2015,20:31:17
1760,piz_66,1,781,1,13/01/2015,20:31:17
1761,piz_46,4,781,1,13/01/2015,20:31:17
1762,piz_90,3,782,1,13/01/2015,20:36:27
1763,piz_06,1,782,1,13/01/2015,20:36:27
1764,piz_81,4,783,1,13/01/2015,21:17:08
1765,piz_06,1,783,1,13/01/2015,21:17:08
1766,piz_73,4,783,1,13/01/2015,21:17:08
1767,piz_82,2,784,1,13/01/2015,21:39:41
1768,piz_61,2,785,1,14/01/2015,11:28:44
1769,piz_21,1,785,1,14/01/2015,11:28:44
1770,piz_03,4,786,1,14/01/2015,11:35:30
1771,piz_24,1,787,1,14/01/2015,11:45:30
1772,piz_17,3,787,1,14/01/2015,11:45:30
1773,piz_68,3,788,1,14/01/2015,11:46:19
1774,piz_37,4,789,1,14/01/2015,11:51:37
1775,piz_03,4,790,1,14/01/2015,12:07:30
1776,piz_71,3,790,1,14/01/2015,12:07:30
1777,piz_48,2,791,1,14/01/2015,12:23:54
1778,piz_57,1,791,1,14/01/2015,12:23:54
1779,piz_54,1,792,1,14/01/2015,12:37:48
1780,piz_30,4,792,1,14/01/2015,12:37:48
1781,piz_78,4,792,1,14/01/2015,12:37:48
1782,piz_20,4,792,1,14/01/2015,12:37:48
1783,piz_44,3,792,1,14/01/2015,12:37:48
1784,piz_18,4,792,2,14/01/2015,12:37:48
1785,piz_73,4,792,1,14/01/2015,12:37:48
1786,piz_08,3,793,1,14/01/2015,12:38:27
1787,piz_82,2,794,1,14/01/2015,12:39:16
1788,piz_03,4,795,1,14/01/2015,12:42:17
1789,piz_05,4,796,1,14/01/2015,12:43:09
1790,piz_53,3,797,1,14/01/2015,12:50:01
1791,piz_64,3,797,1,14/01/2015,12:50:01
1792,piz_73,4,797,1,14/01/2015,12:50:01
1793,piz_03,4,798,1,14/01/2015,12:50:30
1794,piz_13,4,798,1,14/01/2015,12:50:30
1795,piz_89,3,798,1,14/01/2015,12:50:30
1796,piz_81,4,798,1,14/01/2015,12:50:30
1797,piz_07,3,799,1,14/01/2015,12:51:29
1798,piz_62,2,799,1,14/01/2015,12:51:29
1799,piz_57,1,799,1,14/01/2015,12:51:29
1800,piz_90,3,800,2,14/01/2015,12:54:35
1801,piz_52,2,800,1,14/01/2015,12:54:35
1802,piz_34,4,800,1,14/01/2015,12:54:35
1803,piz_31,2,800,1,14/01/2015,12:54:35
1804,piz_41,1,800,2,14/01/2015,12:54:35
1805,piz_17,3,800,1,14/01/2015,12:54:35
1806,piz_42,1,801,1,14/01/2015,13:10:53
1807,piz_58,2,801,1,14/01/2015,13:10:53
1808,piz_12,2,801,1,14/01/2015,13:10:53
1809,piz_07,3,801,1,14/01/2015,13:10:53
1810,piz_38,2,801,1,14/01/2015,13:10:53
1811,piz_39,3,801,1,14/01/2015,13:10:53
1812,piz_68,3,801,2,14/01/2015,13:10:53
1813,piz_21,1,801,1,14/01/2015,13:10:53
1814,piz_41,1,801,1,14/01/2015,13:10:53
1815,piz_18,4,801,1,14/01/2015,13:10:53
1816,piz_71,3,801,1,14/01/2015,13:10:53
1817,piz_06,1,801,1,14/01/2015,13:10:53
1818,piz_47,1,802,1,14/01/2015,13:23:47
1819,piz_52,2,802,1,14/01/2015,13:23:47
1820,piz_07,3,803,1,14/01/2015,13:37:51
1821,piz_44,3,804,1,14/01/2015,13:42:01
1822,piz_28,2,805,1,14/01/2015,14:07:52
1823,piz_33,4,805,1,14/01/2015,14:07:52
1824,piz_22,1,806,1,14/01/2015,14:12:22
1825,piz_28,2,807,1,14/01/2015,14:15:29
1826,piz_55,3,808,2,14/01/2015,14:15:32
1827,piz_52,2,809,1,14/01/2015,14:26:17
1828,piz_78,4,810,1,14/01/2015,14:48:30
1829,piz_73,4,811,1,14/01/2015,14:48:56
1830,piz_86,3,812,1,14/01/2015,15:37:45
1831,piz_67,2,812,1,14/01/2015,15:37:45
1832,piz_26,1,813,1,14/01/2015,16:09:29
1833,piz_21,1,813,1,14/01/2015,16:09:29
1834,piz_12,2,814,1,14/01/2015,16:21:23
1835,piz_46,4,814,1,14/01/2015,16:21:23
1836,piz_38,2,815,1,14/01/2015,16:38:00
1837,piz_21,1,816,1,14/01/2015,17:04:08
1838,piz_46,4,816,1,14/01/2015,17:04:08
1839,piz_12,2,817,1,14/01/2015,17:10:38
1840,piz_43,2,817,1,14/01/2015,17:10:38
1841,piz_21,1,817,1,14/01/2015,17:10:38
1842,piz_06,1,817,1,14/01/2015,17:10:38
1843,piz_62,2,818,1,14/01/2015,17:15:50
1844,piz_39,3,818,1,14/01/2015,17:15:50
1845,piz_68,3,818,1,14/01/2015,17:15:50
1846,piz_42,1,819,1,14/01/2015,17:21:39
1847,piz_68,3,819,1,14/01/2015,17:21:39
1848,piz_21,1,820,1,14/01/2015,17:24:09
1849,piz_71,3,820,1,14/01/2015,17:24:09
1850,piz_03,4,821,1,14/01/2015,17:37:26
1851,piz_60,2,822,1,14/01/2015,17:38:53
1852,piz_42,1,823,1,14/01/2015,17:42:17
1853,piz_24,1,823,1,14/01/2015,17:42:17
1854,piz_87,2,823,1,14/01/2015,17:42:17
1855,piz_23,1,824,1,14/01/2015,17:53:41
1856,piz_58,2,824,1,14/01/2015,17:53:41
1857,piz_15,3,824,1,14/01/2015,17:53:41
1858,piz_39,3,824,1,14/01/2015,17:53:41
1859,piz_03,4,825,1,14/01/2015,18:06:06
1860,piz_68,3,825,1,14/01/2015,18:06:06
1861,piz_27,1,826,1,14/01/2015,18:06:14
1862,piz_04,3,826,1,14/01/2015,18:06:14
1863,piz_25,2,826,1,14/01/2015,18:06:14
1864,piz_54,1,827,1,14/01/2015,18:09:48
1865,piz_38,2,827,1,14/01/2015,18:09:48
1866,piz_27,1,828,1,14/01/2015,18:23:55
1867,piz_55,3,828,1,14/01/2015,18:23:55
1868,piz_82,2,829,1,14/01/2015,18:27:42
1869,piz_53,3,829,1,14/01/2015,18:27:42
1870,piz_69,3,829,1,14/01/2015,18:27:42
1871,piz_11,3,829,1,14/01/2015,18:27:42
1872,piz_01,2,830,1,14/01/2015,18:38:17
1873,piz_07,3,830,1,14/01/2015,18:38:17
1874,piz_43,2,830,1,14/01/2015,18:38:17
1875,piz_90,3,831,1,14/01/2015,18:38:20
1876,piz_27,1,831,1,14/01/2015,18:38:20
1877,piz_59,1,831,1,14/01/2015,18:38:20
1878,piz_02,2,831,1,14/01/2015,18:38:20
1879,piz_61,2,832,1,14/01/2015,18:47:06
1880,piz_28,2,833,1,14/01/2015,19:07:45
1881,piz_31,2,833,1,14/01/2015,19:07:45
1882,piz_27,1,834,1,14/01/2015,19:25:16
1883,piz_48,2,834,1,14/01/2015,19:25:16
1884,piz_44,3,834,1,14/01/2015,19:25:16
1885,piz_37,4,834,1,14/01/2015,19:25:16
1886,piz_22,1,835,1,14/01/2015,19:56:01
1887,piz_09,1,835,1,14/01/2015,19:56:01
1888,piz_43,2,835,1,14/01/2015,19:56:01
1889,piz_21,1,835,1,14/01/2015,19:56:01
1890,piz_03,4,836,1,14/01/2015,20:08:08
1891,piz_30,4,836,1,14/01/2015,20:08:08
1892,piz_52,2,836,1,14/01/2015,20:08:08
1893,piz_60,2,836,1,14/01/2015,20:08:08
1894,piz_07,3,837,1,14/01/2015,20:12:27
1895,piz_54,1,838,1,14/01/2015,20:33:57
1896,piz_07,3,838,1,14/01/2015,20:33:57
1897,piz_73,4,838,1,14/01/2015,20:33:57
1898,piz_20,4,839,2,14/01/2015,20:40:40
1899,piz_04,3,840,1,14/01/2015,20:46:12
1900,piz_55,3,841,1,14/01/2015,20:57:40
1901,piz_56,4,842,1,14/01/2015,21:09:39
1902,piz_81,4,842,1,14/01/2015,21:09:39
1903,piz_11,3,842,1,14/01/2015,21:09:39
1904,piz_63,3,843,1,14/01/2015,21:32:21
1905,piz_73,4,844,1,14/01/2015,21:36:58
1906,piz_58,2,845,1,14/01/2015,21:42:56
1907,piz_03,4,845,1,14/01/2015,21:42:56
1908,piz_07,3,845,1,14/01/2015,21:42:56
1909,piz_21,1,845,1,14/01/2015,21:42:56
1910,piz_23,1,846,1,14/01/2015,22:16:24
1911,piz_03,4,846,1,14/01/2015,22:16:24
1912,piz_43,2,847,1,15/01/2015,11:37:03
1913,piz_28,2,848,1,15/01/2015,11:56:46
1914,piz_02,2,849,1,15/01/2015,12:08:30
1915,piz_68,3,849,1,15/01/2015,12:08:30
1916,piz_17,3,849,1,15/01/2015,12:08:30
1917,piz_69,3,849,1,15/01/2015,12:08:30
1918,piz_30,4,850,1,15/01/2015,12:15:35
1919,piz_21,1,850,1,15/01/2015,12:15:35
1920,piz_57,1,850,1,15/01/2015,12:15:35
1921,piz_22,1,851,1,15/01/2015,12:20:22
1922,piz_57,1,852,1,15/01/2015,12:33:51
1923,piz_43,2,853,1,15/01/2015,12:36:39
1924,piz_48,2,854,1,15/01/2015,12:51:19
1925,piz_29,3,854,1,15/01/2015,12:51:19
1926,piz_03,4,855,1,15/01/2015,12:56:54
1927,piz_45,3,855,1,15/01/2015,12:56:54
1928,piz_41,1,855,1,15/01/2015,12:56:54
1929,piz_83,4,855,1,15/01/2015,12:56:54
1930,piz_73,4,855,1,15/01/2015,12:56:54
1931,piz_17,3,856,1,15/01/2015,12:59:20
1932,piz_31,2,857,1,15/01/2015,13:01:53
1933,piz_36,3,858,1,15/01/2015,13:03:42
1934,piz_06,1,858,1,15/01/2015,13:03:42
1935,piz_73,4,858,1,15/01/2015,13:03:42
1936,piz_28,2,859,1,15/01/2015,13:05:13
1937,piz_32,3,859,1,15/01/2015,13:05:13
1938,piz_54,1,859,1,15/01/2015,13:05:13
1939,piz_87,2,859,1,15/01/2015,13:05:13
1940,piz_68,3,860,1,15/01/2015,13:07:53
1941,piz_77,3,860,1,15/01/2015,13:07:53
1942,piz_08,3,861,1,15/01/2015,13:08:44
1943,piz_66,1,862,1,15/01/2015,13:10:45
1944,piz_57,1,863,1,15/01/2015,13:12:29
1945,piz_28,2,864,1,15/01/2015,14:04:23
1946,piz_52,2,864,1,15/01/2015,14:04:23
1947,piz_04,3,864,1,15/01/2015,14:04:23
1948,piz_35,4,864,1,15/01/2015,14:04:23
1949,piz_39,3,864,1,15/01/2015,14:04:23
1950,piz_37,4,864,1,15/01/2015,14:04:23
1951,piz_71,3,864,1,15/01/2015,14:04:23
1952,piz_74,2,864,1,15/01/2015,14:04:23
1953,piz_73,4,864,1,15/01/2015,14:04:23
1954,piz_12,2,865,1,15/01/2015,14:10:00
1955,piz_53,3,866,1,15/01/2015,14:18:09
1956,piz_61,2,867,1,15/01/2015,14:19:28
1957,piz_52,2,867,1,15/01/2015,14:19:28
1958,piz_88,3,868,1,15/01/2015,14:27:25
1959,piz_63,3,869,1,15/01/2015,14:31:43
1960,piz_06,1,869,1,15/01/2015,14:31:43
1961,piz_03,4,870,1,15/01/2015,14:38:31
1962,piz_33,4,870,1,15/01/2015,14:38:31
1963,piz_47,1,871,1,15/01/2015,14:45:22
1964,piz_64,3,872,1,15/01/2015,14:48:37
1965,piz_43,2,873,1,15/01/2015,15:06:15
1966,piz_62,2,874,1,15/01/2015,15:20:36
1967,piz_21,1,874,1,15/01/2015,15:20:36
1968,piz_24,1,875,1,15/01/2015,15:23:21
1969,piz_52,2,876,1,15/01/2015,15:27:03
1970,piz_41,1,876,1,15/01/2015,15:27:03
1971,piz_17,3,876,1,15/01/2015,15:27:03
1972,piz_30,4,877,1,15/01/2015,15:32:59
1973,piz_24,1,878,1,15/01/2015,16:05:58
1974,piz_41,1,879,1,15/01/2015,16:12:57
1975,piz_11,3,879,1,15/01/2015,16:12:57
1976,piz_73,4,879,1,15/01/2015,16:12:57
1977,piz_25,2,880,1,15/01/2015,16:19:26
1978,piz_48,2,880,1,15/01/2015,16:19:26
1979,piz_24,1,881,1,15/01/2015,16:40:04
1980,piz_15,3,881,1,15/01/2015,16:40:04
1981,piz_64,3,882,1,15/01/2015,16:44:46
1982,piz_76,4,882,1,15/01/2015,16:44:46
1983,piz_06,1,882,1,15/01/2015,16:44:46
1984,piz_24,1,883,1,15/01/2015,16:56:05
1985,piz_12,2,883,1,15/01/2015,16:56:05
1986,piz_52,2,883,1,15/01/2015,16:56:05
1987,piz_44,3,883,1,15/01/2015,16:56:05
1988,piz_52,2,884,1,15/01/2015,16:57:15
1989,piz_05,4,885,1,15/01/2015,16:57:55
1990,piz_68,3,885,1,15/01/2015,16:57:55
1991,piz_77,3,885,1,15/01/2015,16:57:55
1992,piz_60,2,885,1,15/01/2015,16:57:55
1993,piz_65,4,886,1,15/01/2015,17:05:35
1994,piz_68,3,886,1,15/01/2015,17:05:35
1995,piz_17,3,886,1,15/01/2015,17:05:35
1996,piz_25,2,887,1,15/01/2015,17:13:58
1997,piz_77,3,887,1,15/01/2015,17:13:58
1998,piz_45,3,888,1,15/01/2015,17:14:27
1999,piz_89,3,888,1,15/01/2015,17:14:27
2000,piz_22,1,889,1,15/01/2015,17:27:51
2001,piz_33,4,890,1,15/01/2015,17:32:25
2002,piz_18,4,891,1,15/01/2015,17:43:34
2003,piz_30,4,892,1,15/01/2015,18:04:29
2004,piz_65,4,892,1,15/01/2015,18:04:29
2005,piz_30,4,893,1,15/01/2015,18:15:22
2006,piz_31,2,894,1,15/01/2015,18:17:26
2007,piz_22,1,895,1,15/01/2015,18:18:11
2008,piz_61,2,895,1,15/01/2015,18:18:11
2009,piz_48,2,895,1,15/01/2015,18:18:11
2010,piz_23,1,896,1,15/01/2015,18:27:28
2011,piz_03,4,896,1,15/01/2015,18:27:28
2012,piz_14,2,897,1,15/01/2015,18:53:07
2013,piz_16,4,897,1,15/01/2015,18:53:07
2014,piz_37,4,897,1,15/01/2015,18:53:07
2015,piz_12,2,898,1,15/01/2015,18:56:49
2016,piz_17,3,899,1,15/01/2015,19:06:14
2017,piz_60,2,899,1,15/01/2015,19:06:14
2018,piz_25,2,900,1,15/01/2015,19:09:51
2019,piz_48,2,900,1,15/01/2015,19:09:51
2020,piz_28,2,901,1,15/01/2015,19:16:11
2021,piz_55,3,902,1,15/01/2015,19:21:00
2022,piz_58,2,903,1,15/01/2015,19:27:22
2023,piz_55,3,903,1,15/01/2015,19:27:22
2024,piz_29,3,903,1,15/01/2015,19:27:22
2025,piz_42,1,904,1,15/01/2015,20:07:01
2026,piz_62,2,904,1,15/01/2015,20:07:01
2027,piz_42,1,905,1,15/01/2015,20:12:06
2028,piz_78,4,905,1,15/01/2015,20:12:06
2029,piz_73,4,905,1,15/01/2015,20:12:06
2030,piz_89,3,906,1,15/01/2015,20:51:59
2031,piz_21,1,906,1,15/01/2015,20:51:59
2032,piz_68,3,907,1,15/01/2015,20:54:32
2033,piz_43,2,908,1,15/01/2015,21:42:32
2034,piz_06,1,908,1,15/01/2015,21:42:32
2035,piz_22,1,909,1,16/01/2015,11:19:25
2036,piz_78,4,909,1,16/01/2015,11:19:25
2037,piz_69,3,909,1,16/01/2015,11:19:25
2038,piz_79,2,910,1,16/01/2015,11:25:40
2039,piz_44,3,910,1,16/01/2015,11:25:40
2040,piz_46,4,910,1,16/01/2015,11:25:40
2041,piz_09,1,911,1,16/01/2015,11:36:00
2042,piz_76,4,911,1,16/01/2015,11:36:00
2043,piz_67,2,912,1,16/01/2015,11:39:48
2044,piz_11,3,913,1,16/01/2015,11:55:24
2045,piz_73,4,914,1,16/01/2015,12:14:22
2046,piz_42,1,915,1,16/01/2015,12:20:22
2047,piz_03,4,915,1,16/01/2015,12:20:22
2048,piz_13,4,915,1,16/01/2015,12:20:22
2049,piz_82,2,915,1,16/01/2015,12:20:22
2050,piz_25,2,915,1,16/01/2015,12:20:22
2051,piz_43,2,915,1,16/01/2015,12:20:22
2052,piz_44,3,915,1,16/01/2015,12:20:22
2053,piz_17,3,915,1,16/01/2015,12:20:22
2054,piz_07,3,916,1,16/01/2015,12:30:09
2055,piz_20,4,916,1,16/01/2015,12:30:09
2056,piz_25,2,916,1,16/01/2015,12:30:09
2057,piz_60,2,916,1,16/01/2015,12:30:09
2058,piz_21,1,917,1,16/01/2015,12:34:15
2059,piz_76,4,918,1,16/01/2015,13:06:04
2060,piz_38,2,919,1,16/01/2015,13:11:15
2061,piz_42,1,920,1,16/01/2015,13:16:55
2062,piz_02,2,920,1,16/01/2015,13:16:55
2063,piz_21,1,921,1,16/01/2015,13:18:32
2064,piz_18,4,921,1,16/01/2015,13:18:32
2065,piz_32,3,922,1,16/01/2015,13:19:43
2066,piz_43,2,922,1,16/01/2015,13:19:43
2067,piz_21,1,922,1,16/01/2015,13:19:43
2068,piz_05,4,923,1,16/01/2015,13:23:29
2069,piz_76,4,923,1,16/01/2015,13:23:29
2070,piz_25,2,924,1,16/01/2015,13:27:57
2071,piz_21,1,924,1,16/01/2015,13:27:57
2072,piz_46,4,925,1,16/01/2015,13:42:47
2073,piz_02,2,926,1,16/01/2015,13:51:38
2074,piz_25,2,926,1,16/01/2015,13:51:38
2075,piz_68,3,926,1,16/01/2015,13:51:38
2076,piz_46,4,926,1,16/01/2015,13:51:38
2077,piz_24,1,927,1,16/01/2015,13:59:21
2078,piz_54,1,927,1,16/01/2015,13:59:21
2079,piz_02,2,927,1,16/01/2015,13:59:21
2080,piz_33,4,927,1,16/01/2015,13:59:21
2081,piz_52,2,927,1,16/01/2015,13:59:21
2082,piz_79,2,927,1,16/01/2015,13:59:21
2083,piz_05,4,927,1,16/01/2015,13:59:21
2084,piz_82,2,927,1,16/01/2015,13:59:21
2085,piz_81,4,927,1,16/01/2015,13:59:21
2086,piz_23,1,928,1,16/01/2015,14:14:40
2087,piz_06,1,928,1,16/01/2015,14:14:40
2088,piz_03,4,929,1,16/01/2015,14:24:45
2089,piz_79,2,930,1,16/01/2015,15:00:11
2090,piz_38,2,930,1,16/01/2015,15:00:11
2091,piz_62,2,930,1,16/01/2015,15:00:11
2092,piz_22,1,931,1,16/01/2015,15:27:24
2093,piz_03,4,931,1,16/01/2015,15:27:24
2094,piz_36,3,931,1,16/01/2015,15:27:24
2095,piz_32,3,932,1,16/01/2015,15:33:19
2096,piz_70,1,932,1,16/01/2015,15:33:19
2097,piz_03,4,933,1,16/01/2015,15:49:05
2098,piz_06,1,934,1,16/01/2015,15:55:24
