ProductID,ProductName,Quantity,Price
7527,Processor,196,672.46
7528,Ethernet Cable,297,443.86
7529,Game Controller,185,320.93
7530,Speakers,15,155.74
7531,Pressure Cooker,141,320.25
7532,Laptop Bag,361,810.11
7533,Smart Light,263,404.33
7534,Security Camera,201,490.72
7535,Electric Kettle,145,920.65
7536,Jump Rope,421,239.59
7537,Jump Rope,207,519.95
7538,Scanner,430,252.73
7539,Charger,206,731.64
7540,Security Camera,324,475.3
7541,Case,425,87.16
7542,Electric Kettle,417,637.74
7543,RAM,398,90.2
7544,Mouse,239,479.99
7545,Game Controller,16,967.0
7546,Processor,85,95.15
7547,Foam Roller,161,573.67
7548,Keyboard,421,854.71
7549,Power Bank,207,229.66
7550,Power Supply,167,847.65
7551,Smart Light,351,637.82
7552,Drone,293,27.35
7553,Treadmill,213,545.62
7554,Electric Kettle,421,613.87
7555,Air Fryer,112,735.06
7556,Electric Kettle,431,654.46
7557,Processor,293,683.78
7558,Cooling Fan,277,667.64
7559,Smart Lock,380,47.06
7560,Extension Cord,293,528.72
7561,Coffee Maker,58,685.61
7562,External Hard Drive,293,213.3
7563,Yoga Mat,426,520.12
7564,Laptop Bag,391,735.43
7565,Hoverboard,235,346.98
7566,Slow Cooker,315,694.56
7567,Security Camera,410,508.62
7568,Jump Rope,110,585.49
7569,Yoga Mat,259,577.9
7570,Projector,389,43.66
7571,Ethernet Cable,26,488.95
7572,Power Bank,25,90.77
7573,Cooling Fan,43,866.49
7574,Pressure Cooker,437,716.82
7575,Power Supply,210,401.28
7576,Gaming Console,46,614.68
7577,Electric Scooter,100,29.82
7578,Monitor,394,781.09
7579,Toaster,388,365.43
7580,Smartphone,86,481.85
7581,Router,252,734.47
7582,Modem,61,17.89
7583,Dumbbells,191,143.15
7584,Camera,420,629.05
7585,Air Fryer,279,606.88
7586,Air Fryer,349,793.86
7587,Laptop,88,22.99
7588,Massage Gun,341,205.91
7589,Power Bank,370,975.89
7590,Food Processor,194,291.49
7591,Hand Mixer,326,741.49
7592,Power Supply,34,513.91
7593,Slow Cooker,19,121.32
7594,Cooling Fan,36,509.51
7595,Scanner,33,980.8
7596,Scanner,147,150.53
7597,Microwave,275,481.78
7598,Blender,144,62.74
7599,Juicer,37,366.97
7600,Charger,403,466.91
7601,Exercise Bike,429,561.23
7602,Yoga Mat,329,707.13
7603,Smartwatch,202,924.83
7604,Modem,89,613.9
7605,Webcam,61,785.46
7606,Projector,351,702.67
7607,Coffee Maker,316,664.19
7608,Electric Kettle,406,8.94
7609,Blender,308,930.2
7610,Tablet,283,707.11
7611,Microwave,95,811.54
7612,Graphics Card,252,935.11
7613,Pressure Cooker,433,958.68
7614,Exercise Bike,361,506.77
7615,Smartphone,224,950.64
7616,Drone,257,3.85
7617,Extension Cord,301,588.09
7618,Router,14,78.56
7619,USB Flash Drive,125,541.22
7620,Electric Kettle,421,507.03
7621,Webcam,34,103.37
7622,Juicer,154,237.15
7623,Massage Gun,41,620.22
7624,Game Controller,264,626.77
7625,Drone,96,433.76
7626,Charger,128,493.69
7627,Smartwatch,412,354.56
7628,Keyboard,438,564.28
7629,Resistance Bands,327,431.63
7630,Projector,6,37.86
7631,Tablet,238,456.36
7632,Microwave,181,926.0
7633,Electric Bike,5,446.45
7634,Graphics Card,146,277.26
7635,Laptop Bag,111,439.86
7636,Charger,21,34.54
7637,Power Supply,100,86.82
7638,Fitness Tracker,176,419.42
7639,Jump Rope,273,194.56
7640,Smart Thermostat,435,760.66
7641,Electric Scooter,130,802.55
7642,Gaming Console,123,79.78
7643,Game Controller,370,612.31
7644,Electric Scooter,141,716.34
7645,Charger,140,409.98
7646,USB Flash Drive,80,513.85
7647,USB Flash Drive,153,172.15
7648,3D Printer,275,923.7
7649,Smart Light,2,392.87
7650,Headphones,287,378.26
7651,Microwave,314,194.56
7652,Smart Light,82,299.21
7653,Fitness Equipment,119,409.65
7654,Stand Mixer,415,891.53
7655,Modem,312,163.96
7656,3D Printer,262,775.05
7657,Processor,164,79.55
7658,Resistance Bands,68,714.56
7659,VR Headset,222,734.68
7660,Treadmill,331,367.97
7661,Cooling Fan,192,762.83
7662,Surge Protector,36,267.53
7663,Stand Mixer,143,820.04
7664,Microphone,347,347.63
7665,Surge Protector,101,867.2
7666,Keyboard,85,725.66
7667,Projector,3,27.69
7668,Security Camera,13,444.27
7669,Hand Mixer,205,647.51
7670,Food Processor,361,194.17
7671,Gaming Console,376,675.86
7672,Laptop Bag,294,787.13
7673,Smart Lock,31,102.59
7674,Cooling Fan,256,162.22
7675,Scanner,98,260.24
7676,Slow Cooker,343,464.86
7677,External Hard Drive,295,36.0
7678,Exercise Bike,153,154.29
7679,Foam Roller,209,337.39
7680,Surge Protector,24,507.21
7681,USB Flash Drive,261,200.9
7682,Dumbbells,373,92.53
7683,Laptop,24,701.53
7684,Blender,51,529.28
7685,Router,8,74.04
7686,Electric Kettle,173,284.03
7687,Juicer,192,79.01
7688,Cooling Fan,208,812.01
7689,Blender,423,418.12
7690,Microwave,116,750.53
7691,Charger,194,451.64
7692,Game Controller,196,986.76
7693,Motherboard,214,646.92
7694,Monitor,98,703.16
7695,Smart Plug,149,761.61
7696,Game Controller,107,371.46
7697,Rice Cooker,309,132.1
7698,Power Supply,240,990.65
7699,Tablet,346,611.07
7700,Speakers,270,310.73
7701,VR Headset,320,904.47
7702,Resistance Bands,121,267.7
7703,Game Controller,152,40.2
7704,Fitness Tracker,287,473.34
7705,Elliptical,65,765.76
7706,Foam Roller,341,560.83
7707,Food Processor,121,922.87
7708,Rice Cooker,148,647.74
7709,Laptop Bag,392,15.53
7710,RAM,400,600.33
7711,External Hard Drive,7,39.27
7712,Juicer,13,907.68
7713,Foam Roller,232,371.45
7714,Hand Mixer,374,634.04
7715,Camera,14,528.71
7716,Electric Kettle,200,856.25
7717,Game Controller,94,861.26
7718,Coffee Maker,405,108.88
7719,HDMI Cable,446,718.56
7720,Juicer,12,511.64
7721,Screen Protector,208,965.89
7722,Electric Kettle,123,406.94
7723,Scanner,77,825.52
7724,Toaster,256,126.56
7725,Exercise Bike,256,193.23
7726,Security Camera,427,263.65
7727,Mouse,349,620.3
7728,Drone,357,608.15
7729,Massage Gun,1,783.98
7730,Elliptical,162,773.49
7731,Ice Cream Maker,248,890.04
7732,Microphone,217,60.11
7733,Electric Kettle,102,732.72
7734,Extension Cord,104,938.22
7735,Smartwatch,146,903.34
7736,Processor,153,477.16
7737,Rice Cooker,325,636.51
7738,Coffee Maker,391,251.05
7739,Printer,280,449.55
7740,Laptop,248,387.37
7741,Drone,169,85.42
7742,Power Supply,303,526.04
7743,Food Processor,398,445.28
7744,VR Headset,20,699.83
7745,Smartphone,240,50.06
7746,Drone,263,611.55
7747,Hand Mixer,253,137.58
7748,Resistance Bands,412,546.51
7749,Ethernet Cable,9,384.22
7750,Electric Bike,109,166.89
7751,Drone,153,247.05
7752,3D Printer,39,192.82
7753,Laptop Bag,406,821.05
7754,Webcam,175,498.61
7755,Speakers,72,350.97
7756,Smart Lock,262,874.69
7757,Hoverboard,415,381.32
7758,Charger,249,49.3
7759,Laptop Bag,225,21.98
7760,Scanner,188,459.48
7761,Stand Mixer,56,497.88
7762,Screen Protector,106,657.5
7763,Hoverboard,130,66.18
7764,Rice Cooker,135,987.88
7765,Microphone,89,930.49
7766,RAM,108,820.95
7767,Jump Rope,31,681.04
7768,Case,126,662.32
7769,Electric Kettle,159,142.18
7770,Slow Cooker,156,562.23
7771,Elliptical,30,626.58
7772,Laptop Bag,324,457.52
7773,Pressure Cooker,167,920.45
7774,Electric Bike,186,909.02
7775,Projector,439,522.06
7776,Keyboard,244,946.37
7777,Speakers,54,810.41
7778,Graphics Card,173,509.0
7779,Stand Mixer,183,390.91
7780,Power Bank,432,719.22
7781,Blender,363,667.84
7782,Surge Protector,299,599.96
7783,Camera,383,1.61
7784,Tablet,75,504.68
7785,Router,19,889.05
7786,Massage Gun,398,362.71
7787,Electric Scooter,63,318.25
7788,Phone Case,385,117.64
7789,External Hard Drive,9,796.66
7790,Coffee Maker,432,96.57
7791,Laptop Bag,439,911.07
7792,Electric Scooter,341,286.83
7793,Ethernet Cable,396,353.23
7794,Smartphone,430,957.18
7795,Massage Gun,365,36.37
7796,Modem,235,622.25
7797,Electric Bike,51,715.33
7798,Slow Cooker,381,772.6
7799,Power Supply,359,732.39
7800,VR Headset,148,951.05
7801,Rice Cooker,445,339.2
7802,Stand Mixer,214,666.48
7803,Charger,128,43.44
7804,Tablet,439,647.07
7805,Power Bank,128,204.54
7806,Power Bank,280,865.92
7807,Tablet,372,78.23
7808,Blender,252,308.33
7809,Headphones,319,548.08
7810,Ethernet Cable,268,677.85
7811,Fitness Tracker,291,115.28
7812,Laptop Bag,126,413.03
7813,Gaming Console,307,905.41
7814,Power Bank,451,383.51
7815,Smart Thermostat,7,305.16
7816,Smart Doorbell,292,114.73
7817,Game Controller,184,317.93
7818,Air Fryer,131,681.25
7819,Speakers,340,397.22
7820,Elliptical,451,178.53
7821,Laptop,316,293.63
7822,Drone,175,807.5
7823,Projector,92,647.15
7824,Printer,132,800.09
7825,Mouse,128,864.91
7826,Security Camera,298,403.23
7827,Treadmill,430,499.81
7828,Power Supply,362,361.5
7829,Hoverboard,355,895.77
7830,Laptop Bag,366,797.29
7831,Toaster,417,946.26
7832,Slow Cooker,61,614.11
7833,Security Camera,120,520.4
7834,Smartphone,420,353.57
7835,Rice Cooker,367,352.62
7836,Charger,37,966.0
7837,USB Flash Drive,220,29.0
7838,Camera,226,251.67
7839,Electric Bike,80,260.14
7840,Smart Plug,156,269.48
7841,RAM,158,741.88
7842,Laptop Bag,355,918.1
7843,Mouse,386,619.61
7844,Game Controller,105,669.12
7845,Resistance Bands,7,102.13
7846,Processor,191,552.62
7847,Smartwatch,46,479.52
7848,Blender,409,805.41
7849,Food Processor,412,694.69
7850,Slow Cooker,148,73.26
7851,Phone Case,151,19.53
7852,Router,432,141.65
7853,Ethernet Cable,324,795.08
7854,Smart Thermostat,186,452.83
7855,Ethernet Cable,292,128.69
7856,Electric Kettle,250,499.61
7857,Charger,93,67.36
7858,Scanner,14,123.77
7859,Surge Protector,424,70.51
7860,Electric Bike,213,58.75
7861,Motherboard,368,73.49
7862,Foam Roller,274,345.67
7863,Electric Bike,416,662.45
7864,Headphones,368,912.6
7865,Graphics Card,164,657.56
7866,Hoverboard,75,766.34
7867,Treadmill,45,869.3
7868,Microwave,423,98.21
7869,Pressure Cooker,26,576.41
7870,Processor,311,452.22
7871,Microphone,322,843.77
7872,Pressure Cooker,205,602.14
7873,Gaming Console,203,625.85
7874,Blender,182,137.82
7875,Electric Scooter,112,770.49
7876,Treadmill,35,702.26
7877,Blender,310,408.8
7878,Blender,7,773.07
7879,Tablet,434,488.41
7880,Food Processor,305,151.02
7881,Hoverboard,268,980.74
7882,Slow Cooker,378,381.22
7883,Ethernet Cable,31,224.59
7884,Smart Thermostat,1,960.65
7885,Headphones,248,194.28
7886,Modem,271,378.5
7887,Coffee Maker,373,72.39
7888,Motherboard,44,617.32
7889,Cooling Fan,126,385.57
7890,Cooling Fan,87,979.49
7891,Surge Protector,425,66.79
7892,Dumbbells,40,433.3
7893,Food Processor,325,318.22
7894,Laptop Bag,344,741.42
7895,Modem,222,1.52
7896,Gaming Console,155,885.13
7897,Foam Roller,382,131.39
7898,RAM,80,441.28
7899,Ethernet Cable,445,331.28
7900,Power Supply,390,632.43
7901,Power Bank,141,195.99
7902,Fitness Tracker,224,955.92
7903,Electric Kettle,427,626.02
7904,Electric Kettle,151,938.62
7905,Tablet,198,89.74
7906,Electric Scooter,158,216.69
7907,Stand Mixer,409,37.89
7908,Mouse,320,621.36
7909,Camera,203,751.79
7910,Monitor,369,82.76
7911,Laptop,20,224.62
7912,Mouse,270,638.47
7913,Power Supply,116,3.91
7914,Blender,237,217.11
7915,3D Printer,66,29.55
7916,Scanner,148,2.28
7917,Electric Bike,39,267.25
7918,Stand Mixer,420,512.26
7919,Headphones,144,178.17
7920,HDMI Cable,422,460.93
7921,Smartwatch,221,975.87
7922,Smart Thermostat,295,634.07
7923,Smart Plug,452,680.11
7924,Slow Cooker,203,10.06
7925,Treadmill,138,218.4
7926,Fitness Equipment,90,40.34
7927,Game Controller,441,768.45
7928,Headphones,181,331.51
7929,Tablet,298,85.26
7930,Graphics Card,450,474.27
7931,Cooling Fan,316,482.8
7932,Smart Light,108,423.16
7933,Power Bank,188,682.13
7934,Power Bank,367,183.3
7935,Game Controller,203,5.17
7936,External Hard Drive,215,415.93
7937,Stand Mixer,287,151.98
7938,Air Fryer,409,970.54
7939,Phone Case,255,23.4
7940,Foam Roller,93,512.66
7941,Food Processor,106,715.24
7942,Power Bank,67,550.24
7943,Projector,236,540.1
7944,Hand Mixer,192,666.1
7945,Headphones,161,691.68
7946,Ice Cream Maker,272,605.24
7947,Treadmill,409,697.17
7948,Smart Thermostat,144,928.37
7949,Dumbbells,184,295.45
7950,Motherboard,259,329.41
7951,Electric Bike,165,382.28
7952,Rice Cooker,396,636.54
7953,Fitness Tracker,437,391.45
7954,Webcam,316,109.22
7955,3D Printer,21,492.12
7956,Smart Thermostat,191,485.8
7957,Air Fryer,187,594.49
7958,Charger,216,416.31
7959,Electric Kettle,7,148.37
7960,Projector,441,389.78
7961,Rice Cooker,122,984.25
7962,Slow Cooker,76,147.67
7963,Coffee Maker,136,603.91
7964,Extension Cord,420,243.06
7965,Laptop Bag,137,629.49
7966,Juicer,280,118.45
7967,Jump Rope,366,769.53
7968,Massage Gun,211,419.78
7969,Cooling Fan,215,521.97
7970,Phone Case,273,224.69
7971,Game Controller,436,120.59
7972,Graphics Card,236,826.24
7973,Monitor,19,237.99
7974,Phone Case,12,270.87
7975,Graphics Card,68,133.6
7976,Router,346,238.75
7977,Hand Mixer,78,510.96
7978,Headphones,434,84.78
7979,HDMI Cable,415,12.46
7980,Smart Thermostat,401,671.23
7981,Screen Protector,308,864.43
7982,Scanner,32,467.08
7983,Pressure Cooker,166,316.65
7984,Phone Case,267,604.09
7985,Motherboard,399,562.18
7986,Juicer,164,248.45
7987,Juicer,109,131.61
7988,Headphones,431,587.82
7989,Juicer,84,19.23
7990,Projector,110,774.38
7991,Router,227,973.34
7992,Phone Case,355,473.0
7993,Security Camera,118,667.29
7994,Drone,420,546.41
7995,Smart Plug,322,137.09
7996,Graphics Card,283,293.19
7997,Speakers,280,640.07
7998,Blender,104,773.88
7999,3D Printer,424,58.18
8000,Scanner,291,292.99
8001,Smart Plug,122,872.72
8002,Massage Gun,191,49.86
8003,Hoverboard,299,740.55
8004,VR Headset,125,142.71
8005,HDMI Cable,237,242.85
8006,Coffee Maker,268,371.55
8007,Phone Case,287,130.6
8008,Processor,220,921.23
8009,External Hard Drive,28,419.7
8010,Electric Kettle,58,220.45
8011,Headphones,333,669.09
8012,Juicer,290,669.21
8013,Fitness Equipment,328,976.86
8014,Blender,229,924.3
8015,Printer,11,590.67
8016,Rice Cooker,264,83.94
8017,Electric Scooter,171,727.66
8018,Laptop,25,73.81
8019,Router,109,689.98
8020,Camera,375,579.27
8021,Electric Kettle,49,58.22
8022,Jump Rope,284,879.71
8023,Speakers,358,94.69
8024,Ice Cream Maker,67,525.93
8025,Electric Bike,56,496.97
8026,Fitness Equipment,230,5.21
8027,Headphones,110,383.11
8028,Electric Kettle,157,423.57
8029,Treadmill,402,269.29
8030,Resistance Bands,316,87.84
8031,Speakers,179,317.4
8032,Cooling Fan,236,51.06
8033,Fitness Tracker,257,259.87
8034,Cooling Fan,383,942.55
8035,Blender,154,458.79
8036,Microwave,246,268.06
8037,Charger,290,673.53
8038,Keyboard,40,413.19
8039,Surge Protector,425,834.84
8040,Pressure Cooker,299,26.65
8041,Air Fryer,431,488.97
8042,Fitness Equipment,292,378.68
8043,Massage Gun,181,225.2
8044,Projector,168,833.7
8045,Massage Gun,349,251.17
8046,Mouse,91,901.22
8047,Fitness Equipment,175,94.23
8048,Processor,235,934.83
8049,Rice Cooker,362,537.35
8050,Graphics Card,271,282.28
8051,Webcam,387,442.42
8052,Fitness Tracker,182,790.69
8053,Hoverboard,250,975.98
8054,RAM,120,289.52
8055,Screen Protector,251,895.49
8056,Juicer,210,349.23
8057,Yoga Mat,424,488.59
8058,Speakers,245,680.51
8059,Scanner,102,227.54
8060,Coffee Maker,222,227.85
8061,Motherboard,94,924.8
8062,HDMI Cable,438,638.74
8063,Laptop,247,272.75
8064,Screen Protector,409,396.89
8065,Blender,81,125.77
8066,Smartwatch,238,191.21
8067,Headphones,408,438.13
8068,Ethernet Cable,90,724.78
8069,Microphone,75,939.1
8070,Scanner,400,553.4
8071,Power Supply,83,450.91
8072,Rice Cooker,159,507.47
8073,Food Processor,126,288.9
8074,Toaster,146,624.77
8075,Smartwatch,204,742.76
8076,Elliptical,227,117.87
8077,Juicer,280,721.37
8078,Electric Bike,407,116.27
8079,Coffee Maker,247,138.06
8080,Motherboard,96,974.86
8081,Speakers,436,562.6
8082,Food Processor,362,397.06
8083,Modem,170,349.84
8084,Treadmill,339,164.3
8085,Food Processor,170,193.93
8086,Headphones,297,744.85
8087,Charger,21,733.42
8088,Food Processor,99,72.05
8089,Elliptical,138,562.74
8090,Motherboard,201,977.1
8091,Slow Cooker,76,262.4
8092,Juicer,410,147.12
8093,USB Flash Drive,225,256.03
8094,Smartphone,347,905.47
8095,Slow Cooker,314,5.46
8096,Smartphone,76,417.26
8097,Coffee Maker,132,65.58
8098,Microwave,82,380.8
8099,Smart Light,11,830.94
8100,Surge Protector,330,639.13
8101,Security Camera,242,863.4
8102,Blender,199,923.27
8103,Fitness Equipment,176,351.04
8104,Laptop,385,992.7
8105,Yoga Mat,382,100.22
8106,Gaming Console,340,292.02
8107,Printer,232,21.58
8108,Graphics Card,244,461.06
8109,Exercise Bike,91,562.56
8110,Smart Doorbell,313,717.21
8111,Blender,446,645.45
8112,Microphone,219,631.72
8113,Surge Protector,33,29.12
8114,Yoga Mat,330,548.35
8115,Coffee Maker,166,750.11
8116,Drone,14,745.38
8117,Yoga Mat,1,605.04
8118,Phone Case,152,939.46
8119,Printer,272,105.05
8120,Hand Mixer,36,144.46
8121,3D Printer,221,938.73
8122,VR Headset,200,474.51
8123,Drone,371,73.04
8124,Cooling Fan,368,450.76
8125,Smartwatch,271,490.61
8126,Game Controller,387,234.76
8127,External Hard Drive,177,483.13
8128,Jump Rope,189,532.83
8129,Cooling Fan,333,239.55
8130,Keyboard,185,997.87
8131,Projector,116,239.49
8132,Microphone,224,328.08
8133,Smart Doorbell,368,689.19
8134,Food Processor,424,85.71
8135,Smart Thermostat,265,229.99
8136,Juicer,34,849.65
8137,Screen Protector,240,340.09
8138,Foam Roller,145,742.88
8139,Microphone,366,2.4
8140,Charger,250,554.68
8141,Smartphone,309,217.58
8142,Massage Gun,432,661.93
8143,Fitness Equipment,359,726.69
8144,Extension Cord,293,707.98
8145,Microphone,389,665.55
8146,Yoga Mat,88,116.13
8147,3D Printer,20,757.01
8148,Mouse,207,498.5
8149,Microwave,17,284.27
8150,Smartphone,436,35.59
8151,Microphone,74,768.1
8152,Mouse,122,153.01
8153,Elliptical,218,106.11
8154,Printer,301,78.47
8155,External Hard Drive,39,451.31
8156,Hoverboard,156,565.91
8157,Smart Plug,372,783.99
8158,Electric Scooter,235,828.73
8159,Microphone,228,64.21
8160,Power Bank,60,821.32
8161,Electric Scooter,214,647.96
8162,Router,164,796.5
8163,Graphics Card,9,404.08
8164,Monitor,145,709.54
8165,Stand Mixer,147,511.26
8166,Blender,129,912.91
8167,Dumbbells,187,367.91
8168,Elliptical,54,536.8
8169,Smart Light,302,647.72
8170,Ethernet Cable,90,430.16
8171,Projector,354,959.68
8172,Foam Roller,233,947.59
8173,Treadmill,119,23.9
8174,Security Camera,424,914.54
8175,Monitor,98,909.09
8176,Security Camera,396,366.21
8177,Smart Thermostat,123,915.27
8178,Hand Mixer,93,69.24
8179,Smart Thermostat,287,713.8
8180,Smartphone,66,628.71
8181,Processor,75,902.88
8182,Processor,368,5.14
8183,Food Processor,381,956.41
8184,Keyboard,323,149.44
8185,Router,363,430.96
8186,Smart Light,146,852.78
8187,Yoga Mat,71,682.42
8188,RAM,98,182.09
8189,Microwave,285,482.72
8190,Resistance Bands,112,326.65
8191,Smart Lock,76,19.45
8192,Power Bank,411,400.26
8193,Smart Doorbell,46,701.03
8194,Pressure Cooker,280,485.99
8195,Power Bank,131,603.74
8196,RAM,189,331.86
8197,Fitness Equipment,145,473.04
8198,Drone,60,430.52
8199,Webcam,84,676.03
8200,Smartwatch,284,672.57
8201,Resistance Bands,122,60.75
8202,Exercise Bike,72,29.3
8203,Smart Thermostat,418,314.66
8204,Drone,433,778.98
8205,Stand Mixer,231,156.44
8206,Ethernet Cable,428,796.4
8207,Modem,127,77.2
8208,Smart Thermostat,323,320.23
8209,Pressure Cooker,93,80.08
8210,VR Headset,266,763.65
8211,Hand Mixer,89,359.94
8212,Keyboard,191,89.73
8213,Monitor,377,509.7
8214,Resistance Bands,447,727.15
8215,Pressure Cooker,164,789.34
8216,Pressure Cooker,290,186.29
8217,Ethernet Cable,376,214.43
8218,Charger,76,189.29
8219,HDMI Cable,113,573.74
8220,Charger,434,774.78
8221,Screen Protector,50,96.73
8222,Projector,84,891.48
8223,Surge Protector,41,375.57
8224,VR Headset,367,571.14
8225,Dumbbells,127,448.74
8226,Scanner,61,400.43
8227,Cooling Fan,402,313.26
8228,Scanner,450,245.32
8229,VR Headset,274,677.33
8230,Case,165,849.29
8231,Surge Protector,439,835.72
8232,Graphics Card,206,156.59
8233,Surge Protector,283,264.24
8234,Charger,137,113.66
8235,Mouse,245,720.22
8236,Food Processor,422,482.87
8237,Microphone,151,183.32
8238,Keyboard,397,882.31
8239,Hoverboard,25,286.75
8240,Drone,305,145.49
8241,Pressure Cooker,28,416.77
8242,Router,263,769.35
8243,Modem,283,275.73
8244,Mouse,91,548.38
8245,Phone Case,380,632.11
8246,Smart Light,164,624.31
8247,Cooling Fan,78,298.12
8248,Smartphone,378,257.64
8249,Coffee Maker,90,529.72
8250,Headphones,27,244.72
8251,HDMI Cable,166,521.68
8252,Case,17,329.1
8253,Smart Thermostat,410,730.07
8254,Gaming Console,398,456.4
8255,Resistance Bands,24,739.84
8256,Tablet,331,217.83
8257,Smart Thermostat,437,23.18
8258,Printer,205,443.15
8259,Smartphone,203,926.61
8260,Power Supply,201,473.98
8261,Microphone,111,22.95
8262,Yoga Mat,345,308.07
8263,Charger,277,687.62
8264,Power Bank,108,10.94
8265,Power Supply,202,586.65
8266,Rice Cooker,277,397.3
8267,Fitness Equipment,120,256.74
8268,Tablet,327,646.62
8269,Modem,51,117.62
8270,Modem,33,150.06
8271,Smart Thermostat,35,703.24
8272,Motherboard,143,89.72
8273,Ice Cream Maker,224,463.98
8274,Yoga Mat,5,536.32
8275,Projector,423,142.2
8276,Modem,104,876.63
8277,Cooling Fan,95,414.04
8278,Fitness Tracker,166,805.64
8279,Coffee Maker,147,620.24
8280,Slow Cooker,108,273.93
8281,Gaming Console,296,217.48
8282,Charger,260,749.39
8283,Electric Kettle,290,211.45
8284,Microphone,361,764.25
8285,Camera,231,250.86
8286,Monitor,334,892.29
8287,Hand Mixer,46,763.71
8288,Smart Lock,131,426.29
8289,Air Fryer,252,282.12
8290,Smartphone,379,906.68
8291,Treadmill,95,343.93
8292,Tablet,112,690.46
8293,RAM,164,678.19
8294,Smart Lock,225,961.02
8295,Slow Cooker,356,424.41
8296,Jump Rope,261,953.15
8297,Pressure Cooker,20,134.85
8298,Router,434,996.35
8299,Power Supply,88,469.27
8300,3D Printer,423,677.54
8301,Jump Rope,75,919.63
8302,Blender,46,80.38
8303,Massage Gun,64,198.9
8304,Printer,198,924.25
8305,Smart Light,274,665.36
8306,Webcam,330,501.6
8307,Hand Mixer,218,132.86
8308,Charger,193,561.22
8309,Rice Cooker,222,53.55
8310,Smart Thermostat,265,411.34
8311,Fitness Tracker,303,773.92
8312,Smart Light,138,870.38
8313,Smart Plug,170,610.14
8314,Surge Protector,383,883.65
8315,Scanner,270,472.81
8316,Power Supply,365,380.75
8317,Drone,52,580.63
8318,Smart Doorbell,293,184.31
8319,VR Headset,362,856.05
8320,Processor,191,709.34
8321,Power Supply,17,200.44
8322,Stand Mixer,354,852.63
8323,Modem,209,846.38
8324,3D Printer,201,932.31
8325,Surge Protector,424,794.05
8326,Hoverboard,331,38.34
8327,Gaming Console,150,995.02
8328,Power Bank,116,682.54
8329,Electric Bike,182,266.41
8330,External Hard Drive,181,841.44
8331,Blender,389,939.23
8332,Dumbbells,244,417.59
8333,Slow Cooker,53,358.71
8334,Laptop Bag,112,702.11
8335,HDMI Cable,120,961.84
8336,Extension Cord,353,524.06
8337,Laptop,183,757.36
8338,Juicer,372,580.17
8339,Hoverboard,119,168.98
8340,Foam Roller,30,627.8
8341,Air Fryer,299,824.92
8342,Food Processor,265,214.36
8343,Security Camera,232,540.92
8344,Tablet,86,649.63
8345,Tablet,425,838.43
8346,Extension Cord,196,140.28
8347,Dumbbells,157,833.65
8348,Scanner,4,281.76
8349,RAM,400,445.2
8350,HDMI Cable,206,841.4
8351,Smart Doorbell,339,631.14
8352,Toaster,73,395.39
8353,Air Fryer,429,871.65
8354,Massage Gun,392,24.25
8355,Laptop Bag,415,277.43
8356,Microphone,160,197.82
8357,Laptop,10,300.5
8358,Dumbbells,403,438.34
8359,Resistance Bands,83,112.88
8360,USB Flash Drive,236,921.38
8361,Electric Scooter,361,82.28
8362,Surge Protector,125,734.79
8363,Toaster,166,761.83
8364,External Hard Drive,309,85.52
8365,Monitor,203,977.86
8366,Projector,249,479.23
8367,Laptop Bag,73,908.76
8368,Jump Rope,140,121.3
8369,Router,106,594.58
8370,Scanner,20,64.51
8371,Fitness Equipment,82,891.38
8372,Slow Cooker,293,215.15
8373,Phone Case,102,236.69
8374,Electric Bike,341,982.41
8375,Microphone,167,52.89
8376,Fitness Tracker,48,928.04
8377,Projector,88,204.03
8378,Modem,39,612.47
8379,HDMI Cable,310,399.92
8380,Tablet,23,701.63
8381,Charger,244,212.54
8382,Motherboard,49,542.81
8383,Smartwatch,326,108.13
8384,Case,267,125.51
8385,Microwave,214,380.55
8386,Webcam,355,874.86
8387,Electric Bike,372,897.86
8388,Motherboard,85,355.42
8389,Power Bank,320,463.7
8390,Slow Cooker,265,818.66
8391,Rice Cooker,145,904.07
8392,Projector,182,856.55
8393,Gaming Console,419,348.17
8394,Game Controller,218,508.14
8395,Food Processor,28,423.48
8396,Laptop Bag,139,777.92
8397,Toaster,273,510.27
8398,Jump Rope,420,570.35
8399,Smartphone,319,224.89
8400,Treadmill,82,835.22
8401,Graphics Card,51,808.65
8402,Electric Kettle,57,481.28
8403,Treadmill,128,509.82
8404,Treadmill,282,696.16
8405,Monitor,280,468.45
8406,Electric Kettle,34,172.28
8407,Fitness Equipment,260,237.97
8408,Power Supply,151,362.28
8409,Massage Gun,180,86.72
8410,Smartphone,438,655.69
8411,Power Supply,451,242.35
8412,Surge Protector,42,92.74
8413,Foam Roller,421,56.76
8414,Cooling Fan,419,994.11
8415,Hoverboard,188,379.07
8416,VR Headset,91,324.99
8417,Resistance Bands,157,713.39
8418,Resistance Bands,315,411.19
8419,Fitness Equipment,239,944.54
8420,Stand Mixer,342,816.53
8421,Keyboard,294,171.4
8422,Laptop Bag,104,690.11
8423,Blender,402,372.54
8424,Smartphone,441,532.48
8425,Router,114,270.66
8426,Dumbbells,201,16.46
8427,Elliptical,391,165.82
8428,Fitness Tracker,188,368.52
8429,Hand Mixer,272,57.01
8430,Juicer,280,437.51
8431,Laptop,214,4.05
8432,Extension Cord,367,910.87
8433,Game Controller,321,24.65
8434,Treadmill,11,511.92
8435,Treadmill,410,632.95
