,workstationgroupid,workstationid,tranid,start,opid,opstat
3962,1,22,17121810602279,2017-12-18T08:57:29,101,OperatorUnLock
3963,1,22,17121810602287,2017-12-18T09:04:54,101,OperatorLock
3964,1,22,17121810602288,2017-12-18T09:05:35,101,OperatorUnLock
3965,1,21,17121810602124,2017-12-18T09:07:07,132,OperatorLock
3966,1,12,17121810601253,2017-12-18T09:17:30,128,OperatorLock
3967,1,12,17121810601254,2017-12-18T09:18:01,128,OperatorUnLock
3968,1,21,17121810602125,2017-12-18T09:22:17,132,OperatorUnLock
3969,1,21,17121810602126,2017-12-18T09:22:21,132,OperatorLock
3970,1,21,17121810602127,2017-12-18T09:23:09,132,OperatorUnLock
3971,1,22,171218106022111,2017-12-18T09:28:09,101,OperatorLock
3972,1,22,171218106022112,2017-12-18T09:29:18,101,OperatorUnLock
3973,1,13,171218106013175,2017-12-18T09:59:17,125,OperatorLock
3974,1,5,1712181060529,2017-12-18T09:59:07,124,OperatorSignOn
3975,1,13,171218106013176,2017-12-18T10:00:10,125,OperatorUnLock
3976,1,13,171218106013182,2017-12-18T10:06:50,125,OperatorSignOff
3977,1,13,171218106013184,2017-12-18T10:07:11,115,OperatorSignOn
3978,1,7,171218106072,2017-12-18T10:07:53,106,OperatorSignOn
3979,1,8,171218106082,2017-12-18T10:08:01,307,OperatorSignOn
3980,1,22,171218106022154,2017-12-18T10:09:39,101,OperatorLock
3981,1,22,171218106022155,2017-12-18T10:10:24,101,OperatorUnLock
3982,1,6,171218106062,2017-12-18T10:12:44,606,OperatorSignOn
3983,1,7,1712181060714,2017-12-18T10:15:27,106,OperatorLock
3984,1,7,1712181060715,2017-12-18T10:16:09,106,OperatorUnLock
3985,1,12,171218106012117,2017-12-18T10:21:50,128,OperatorSignOff
3986,1,21,17121810602194,2017-12-18T10:23:47,132,OperatorSignOff
3987,1,5,1712181060565,2017-12-18T10:24:07,124,OperatorLock
3988,1,7,1712181060726,2017-12-18T10:24:49,106,OperatorLock
3989,1,7,1712181060727,2017-12-18T10:25:37,106,OperatorUnLock
3990,1,5,1712181060566,2017-12-18T10:25:13,124,OperatorUnLock
3991,1,5,1712181060567,2017-12-18T10:25:16,124,OperatorSignOff
3992,1,7,1712181060729,2017-12-18T10:25:51,106,OperatorSignOff
3993,1,6,1712181060621,2017-12-18T10:26:30,606,OperatorLock
3994,1,22,171218106022174,2017-12-18T10:27:16,101,OperatorLock
3995,1,6,1712181060622,2017-12-18T10:28:02,606,OperatorUnLock
3996,1,22,171218106022175,2017-12-18T10:28:16,101,OperatorUnLock
3997,1,7,1712181060731,2017-12-18T10:33:30,106,OperatorSignOn
3998,1,7,1712181060735,2017-12-18T10:34:49,106,OperatorLock
3999,1,7,1712181060736,2017-12-18T10:35:23,106,OperatorUnLock
4000,1,4,171218106042,2017-12-18T10:37:21,125,OperatorSignOn
4001,1,4,171218106044,2017-12-18T10:38:14,125,OperatorSignOff
4002,1,22,171218106022186,2017-12-18T10:39:53,101,OperatorSignOff
4003,1,22,171218106022188,2017-12-18T10:41:01,125,OperatorSignOn
4004,1,5,1712181060569,2017-12-18T10:44:17,124,OperatorSignOn
4005,1,7,1712181060757,2017-12-18T10:54:24,106,OperatorLock
4006,1,7,1712181060758,2017-12-18T10:54:28,106,OperatorUnLock
4007,1,21,17121810602196,2017-12-18T10:55:43,132,OperatorSignOn
4008,1,12,171218106012119,2017-12-18T10:56:30,10,OperatorSignOn
4009,1,12,171218106012121,2017-12-18T10:56:37,10,OperatorSignOff
4010,1,7,1712181060762,2017-12-18T10:58:49,106,OperatorSignOff
4011,1,7,1712181060764,2017-12-18T10:59:14,128,OperatorSignOn
4012,1,4,171218106046,2017-12-18T11:00:43,10,OperatorSignOn
4013,1,4,171218106048,2017-12-18T11:00:54,10,OperatorSignOff
4014,1,6,1712181060669,2017-12-18T11:01:43,606,OperatorLock
4015,1,6,1712181060670,2017-12-18T11:02:49,606,OperatorUnLock
4016,1,5,1712181060595,2017-12-18T11:02:20,124,OperatorLock
4017,1,5,1712181060596,2017-12-18T11:02:47,124,OperatorUnLock
4018,1,5,17121810605104,2017-12-18T11:11:06,124,OperatorSignOff
4019,1,5,17121810605106,2017-12-18T11:12:41,10,OperatorSignOn
4020,1,23,1712181060232,2017-12-18T11:12:04,10,OperatorSignOn
4021,1,5,17121810605108,2017-12-18T11:13:02,10,OperatorSignOff
4022,1,12,171218106012123,2017-12-18T11:14:23,124,OperatorSignOn
4023,1,23,1712181060234,2017-12-18T11:14:47,10,OperatorLock
4024,1,11,1712181060112,2017-12-18T11:15:06,101,OperatorSignOn
4025,1,11,1712181060115,2017-12-18T11:16:45,101,OperatorLock
4026,1,13,171218106013248,2017-12-18T11:17:53,115,OperatorLock
4027,1,13,171218106013249,2017-12-18T11:17:59,115,OperatorUnLock
4028,1,11,1712181060116,2017-12-18T11:17:49,101,OperatorUnLock
4029,1,6,1712181060689,2017-12-18T11:18:09,606,OperatorLock
4030,1,6,1712181060690,2017-12-18T11:18:22,606,OperatorUnLock
4031,1,7,1712181060785,2017-12-18T11:19:22,128,OperatorLock
4032,1,7,1712181060786,2017-12-18T11:19:47,128,OperatorUnLock
4033,1,7,1712181060791,2017-12-18T11:23:16,128,OperatorLock
4034,1,7,1712181060792,2017-12-18T11:24:07,128,OperatorUnLock
4035,1,6,17121810606100,2017-12-18T11:24:53,606,OperatorLock
4036,1,12,171218106012137,2017-12-18T11:27:22,124,OperatorLock
4037,1,12,171218106012138,2017-12-18T11:27:38,124,OperatorUnLock
4038,1,8,1712181060893,2017-12-18T11:33:10,307,OperatorSignOff
4039,1,11,17121810601128,2017-12-18T11:34:24,101,OperatorLock
4040,1,11,17121810601129,2017-12-18T11:34:48,101,OperatorUnLock
4041,1,11,17121810601138,2017-12-18T11:38:33,101,OperatorLock
4042,1,11,17121810601139,2017-12-18T11:38:48,101,OperatorUnLock
4043,1,13,171218106013281,2017-12-18T11:42:05,115,OperatorLock
4044,1,13,171218106013282,2017-12-18T11:42:31,115,OperatorUnLock
4045,1,11,17121810601150,2017-12-18T11:42:54,101,OperatorLock
4046,1,11,17121810601151,2017-12-18T11:43:19,101,OperatorUnLock
4047,1,11,17121810601153,2017-12-18T11:43:44,101,OperatorLock
4048,1,11,17121810601154,2017-12-18T11:44:23,101,OperatorUnLock
4049,1,7,17121810607121,2017-12-18T11:47:27,128,OperatorSignOff
4050,1,22,171218106022237,2017-12-18T11:48:23,125,OperatorLock
4051,1,7,17121810607123,2017-12-18T11:48:50,128,OperatorSignOn
4052,1,22,171218106022238,2017-12-18T11:49:25,125,OperatorUnLock
4053,1,22,171218106022240,2017-12-18T11:50:35,125,OperatorLock
4054,1,22,171218106022241,2017-12-18T11:51:23,125,OperatorUnLock
4055,1,11,17121810601164,2017-12-18T11:53:07,101,OperatorLock
4056,1,11,17121810601165,2017-12-18T11:54:14,101,OperatorUnLock
4057,1,12,171218106012177,2017-12-18T11:56:55,124,OperatorLock
4058,1,12,171218106012178,2017-12-18T11:57:37,124,OperatorUnLock
4059,1,8,1712181060895,2017-12-18T12:03:48,307,OperatorSignOn
4060,1,20,171218106020299,2017-12-18T12:06:41,131,OperatorSignOff
4061,1,4,1712181060410,2017-12-18T12:06:33,106,OperatorSignOn
4062,1,4,1712181060413,2017-12-18T12:07:23,106,OperatorLock
4063,1,5,17121810605110,2017-12-18T12:09:11,315,OperatorSignOn
4064,1,4,1712181060414,2017-12-18T12:10:59,106,OperatorUnLock
4065,1,23,1712181060235,2017-12-18T12:16:38,10,OperatorUnLock
4066,1,23,1712181060236,2017-12-18T12:16:47,10,OperatorSignOff
4067,1,23,1712181060238,2017-12-18T12:17:06,385,OperatorSignOn
4068,1,23,17121810602310,2017-12-18T12:17:33,385,OperatorSignOff
4069,1,6,17121810606101,2017-12-18T12:18:55,606,OperatorUnLock
4070,1,6,17121810606102,2017-12-18T12:19:02,606,OperatorSignOff
4071,1,6,17121810606104,2017-12-18T12:19:22,385,OperatorSignOn
4072,1,4,1712181060451,2017-12-18T12:39:28,106,OperatorLock
4073,1,4,1712181060452,2017-12-18T12:39:57,106,OperatorUnLock
4074,1,20,171218106020301,2017-12-18T12:41:08,131,OperatorSignOn
4075,1,4,1712181060455,2017-12-18T12:41:30,106,OperatorSignOff
4076,1,12,171218106012237,2017-12-18T12:43:47,124,OperatorLock
4077,1,12,171218106012238,2017-12-18T12:44:03,124,OperatorUnLock
4078,1,21,171218106021218,2017-12-18T12:46:26,132,OperatorLock
4079,1,21,171218106021219,2017-12-18T12:47:00,132,OperatorUnLock
4080,1,8,17121810608143,2017-12-18T12:48:34,307,OperatorLock
4081,1,8,17121810608144,2017-12-18T12:49:04,307,OperatorUnLock
4082,1,6,17121810606138,2017-12-18T12:49:59,385,OperatorSignOff
4083,1,13,171218106013372,2017-12-18T12:52:00,115,OperatorLock
4084,1,8,17121810608150,2017-12-18T12:52:49,307,OperatorLock
4085,1,8,17121810608151,2017-12-18T12:57:03,307,OperatorUnLock
4086,1,13,171218106013373,2017-12-18T13:00:22,115,OperatorUnLock
4087,1,12,171218106012256,2017-12-18T13:00:45,124,OperatorLock
4088,1,22,171218106022287,2017-12-18T13:01:30,125,OperatorLock
4089,1,22,171218106022288,2017-12-18T13:02:51,125,OperatorUnLock
4090,1,8,17121810608157,2017-12-18T13:03:31,307,OperatorLock
4091,1,12,171218106012257,2017-12-18T13:03:34,124,OperatorUnLock
4092,1,8,17121810608158,2017-12-18T13:04:09,307,OperatorUnLock
4093,1,8,17121810608160,2017-12-18T13:04:58,307,OperatorLock
4094,1,8,17121810608161,2017-12-18T13:05:26,307,OperatorUnLock
4095,1,8,17121810608163,2017-12-18T13:06:27,307,OperatorLock
4096,1,8,17121810608164,2017-12-18T13:06:59,307,OperatorUnLock
4097,1,8,17121810608166,2017-12-18T13:07:44,307,OperatorLock
4098,1,7,17121810607216,2017-12-18T13:07:55,128,OperatorLock
4099,1,7,17121810607217,2017-12-18T13:09:48,128,OperatorUnLock
4100,1,8,17121810608167,2017-12-18T13:11:33,307,OperatorUnLock
4101,1,5,17121810605165,2017-12-18T13:11:38,315,OperatorSignOff
4102,1,12,171218106012269,2017-12-18T13:13:53,124,OperatorLock
4103,1,12,171218106012270,2017-12-18T13:14:07,124,OperatorUnLock
4104,1,6,17121810606140,2017-12-18T13:20:32,10,OperatorSignOn
4105,1,6,17121810606142,2017-12-18T13:20:43,10,OperatorSignOff
4106,1,3,171218106032,2017-12-18T13:22:16,10,OperatorSignOn
4107,1,3,171218106034,2017-12-18T13:22:14,10,OperatorSignOff
4108,1,12,171218106012284,2017-12-18T13:26:06,124,OperatorLock
4109,1,12,171218106012285,2017-12-18T13:26:31,124,OperatorUnLock
4110,1,7,17121810607234,2017-12-18T13:28:59,128,OperatorLock
4111,1,7,17121810607235,2017-12-18T13:29:52,128,OperatorUnLock
4112,1,12,171218106012310,2017-12-18T13:46:13,124,OperatorSignOff
4113,1,12,171218106012312,2017-12-18T13:53:03,124,OperatorSignOn
4114,1,11,171218106011197,2017-12-18T13:58:12,101,OperatorSignOff
4115,1,8,17121810608206,2017-12-18T13:59:41,307,OperatorSignOff
4116,1,13,171218106013430,2017-12-18T14:02:18,115,OperatorSignOff
4117,1,5,17121810605167,2017-12-18T14:03:03,10,OperatorSignOn
4118,1,5,17121810605169,2017-12-18T14:03:15,10,OperatorSignOff
4119,1,12,171218106012328,2017-12-18T14:03:33,124,OperatorSignOff
4120,1,6,17121810606144,2017-12-18T14:04:02,10,OperatorSignOn
4121,1,6,17121810606146,2017-12-18T14:04:13,10,OperatorSignOff
4122,1,12,171218106012330,2017-12-18T14:04:21,110,OperatorSignOn
4123,1,6,17121810606148,2017-12-18T14:05:10,116,OperatorSignOn
4124,1,8,17121810608208,2017-12-18T14:05:07,148,OperatorSignOn
4125,1,6,17121810606150,2017-12-18T14:05:43,116,OperatorLock
4126,1,6,17121810606151,2017-12-18T14:06:19,116,OperatorUnLock
4127,1,11,171218106011199,2017-12-18T14:08:04,101,OperatorSignOn
4128,1,7,17121810607281,2017-12-18T14:08:52,128,OperatorLock
4129,1,6,17121810606156,2017-12-18T14:09:17,116,OperatorLock
4130,1,6,17121810606157,2017-12-18T14:09:28,116,OperatorUnLock
4131,1,7,17121810607282,2017-12-18T14:09:26,128,OperatorUnLock
4132,1,8,17121810608217,2017-12-18T14:13:35,148,OperatorLock
4133,1,6,17121810606164,2017-12-18T14:14:28,116,OperatorLock
4134,1,6,17121810606165,2017-12-18T14:15:14,116,OperatorUnLock
4135,8,16,171218106016170,2017-12-18T14:15:51,266,OperatorSignOff
4136,8,16,171218106016172,2017-12-18T14:19:59,266,OperatorSignOn
4137,1,8,17121810608218,2017-12-18T14:24:56,148,OperatorUnLock
4138,1,8,17121810608221,2017-12-18T14:26:54,148,OperatorLock
4139,1,6,17121810606189,2017-12-18T14:31:21,116,OperatorLock
4140,1,6,17121810606190,2017-12-18T14:32:00,116,OperatorUnLock
4141,1,6,17121810606191,2017-12-18T14:32:03,116,OperatorSignOff
4142,1,6,17121810606193,2017-12-18T14:41:21,116,OperatorSignOn
4143,1,4,1712181060457,2017-12-18T14:45:50,106,OperatorSignOn
4144,1,6,17121810606204,2017-12-18T14:47:30,116,OperatorLock
4145,1,6,17121810606205,2017-12-18T14:48:53,116,OperatorUnLock
4146,1,5,17121810605171,2017-12-18T14:48:58,140,OperatorSignOn
4147,1,5,17121810605173,2017-12-18T14:49:17,140,OperatorSignOff
4148,1,21,171218106021367,2017-12-18T14:50:15,132,OperatorSignOff
4149,1,6,17121810606208,2017-12-18T14:50:57,116,OperatorLock
4150,1,6,17121810606209,2017-12-18T14:51:31,116,OperatorUnLock
4151,1,8,17121810608222,2017-12-18T14:51:21,148,OperatorUnLock
4152,1,21,171218106021369,2017-12-18T14:50:55,140,OperatorSignOn
4153,1,8,17121810608223,2017-12-18T14:51:24,148,OperatorSignOff
4154,1,4,1712181060470,2017-12-18T14:53:13,106,OperatorSignOff
4155,1,13,171218106013432,2017-12-18T14:54:23,148,OperatorSignOn
4156,1,7,17121810607330,2017-12-18T14:54:40,128,OperatorSignOff
4157,1,7,17121810607332,2017-12-18T14:55:21,106,OperatorSignOn
4158,1,22,171218106022406,2017-12-18T14:56:14,125,OperatorSignOff
4159,1,6,17121810606215,2017-12-18T14:56:26,116,OperatorLock
4160,1,6,17121810606216,2017-12-18T14:56:45,116,OperatorUnLock
4161,1,22,171218106022408,2017-12-18T14:56:40,109,OperatorSignOn
4162,1,6,17121810606218,2017-12-18T14:56:58,116,OperatorSignOff
4163,1,11,171218106011251,2017-12-18T14:56:43,101,OperatorSignOff
4164,1,22,171218106022411,2017-12-18T14:58:16,109,OperatorSignOff
4165,1,21,171218106021380,2017-12-18T14:57:59,140,OperatorSignOff
4166,1,20,171218106020441,2017-12-18T14:59:00,131,OperatorSignOff
4167,1,22,171218106022413,2017-12-18T14:58:52,109,OperatorSignOn
4168,1,21,171218106021382,2017-12-18T14:58:41,140,OperatorSignOn
4169,1,20,171218106020443,2017-12-18T14:59:32,116,OperatorSignOn
4170,1,8,17121810608225,2017-12-18T15:12:57,143,OperatorSignOn
4171,1,8,17121810608242,2017-12-18T15:25:20,143,OperatorSignOff
4172,1,7,17121810607377,2017-12-18T15:31:32,106,OperatorSignOff
4173,1,7,17121810607379,2017-12-18T15:41:53,106,OperatorSignOn
4174,1,20,171218106020491,2017-12-18T15:43:29,116,OperatorLock
4175,1,20,171218106020492,2017-12-18T15:44:10,116,OperatorUnLock
4176,1,20,171218106020494,2017-12-18T15:44:54,116,OperatorLock
4177,1,20,171218106020495,2017-12-18T15:45:09,116,OperatorUnLock
4178,1,8,17121810608244,2017-12-18T15:48:55,143,OperatorSignOn
4179,1,8,17121810608263,2017-12-18T16:03:16,143,OperatorSignOff
4180,1,7,17121810607406,2017-12-18T16:08:14,106,OperatorSignOff
4181,1,21,171218106021453,2017-12-18T16:08:03,140,OperatorLock
4182,1,21,171218106021454,2017-12-18T16:08:25,140,OperatorUnLock
4183,1,8,17121810608265,2017-12-18T16:23:33,143,OperatorSignOn
4184,1,7,17121810607408,2017-12-18T16:27:40,10,OperatorSignOn
4185,1,7,17121810607410,2017-12-18T16:27:49,10,OperatorSignOff
4186,1,6,17121810606220,2017-12-18T16:29:00,10,OperatorSignOn
4187,1,7,17121810607412,2017-12-18T16:29:00,605,OperatorSignOn
4188,1,20,171218106020541,2017-12-18T16:30:09,116,OperatorSignOff
4189,1,20,171218106020543,2017-12-18T16:30:31,106,OperatorSignOn
4190,1,6,17121810606222,2017-12-18T16:30:49,10,OperatorLock
4191,1,8,17121810608289,2017-12-18T16:40:02,143,OperatorLock
4192,1,8,17121810608290,2017-12-18T16:41:05,143,OperatorUnLock
4193,1,8,17121810608291,2017-12-18T16:41:09,143,OperatorSignOff
4194,1,12,171218106012491,2017-12-18T16:41:16,110,OperatorSignOff
4195,1,8,17121810608293,2017-12-18T16:44:51,143,OperatorSignOn
4196,1,8,17121810608297,2017-12-18T16:45:30,143,OperatorSignOff
4197,1,8,17121810608299,2017-12-18T16:47:03,143,OperatorSignOn
4198,1,8,17121810608302,2017-12-18T16:47:40,143,OperatorLock
4199,1,8,17121810608303,2017-12-18T16:49:00,143,OperatorUnLock
4200,1,8,17121810608305,2017-12-18T16:49:36,143,OperatorLock
4201,1,8,17121810608306,2017-12-18T16:50:54,143,OperatorUnLock
4202,1,13,171218106013581,2017-12-18T16:55:08,148,OperatorLock
4203,1,13,171218106013582,2017-12-18T16:56:21,148,OperatorUnLock
4204,1,6,17121810606223,2017-12-18T17:01:57,10,OperatorUnLock
4205,1,6,17121810606224,2017-12-18T17:02:00,10,OperatorSignOff
4206,1,20,171218106020587,2017-12-18T17:02:48,106,OperatorSignOff
4207,1,20,171218106020589,2017-12-18T17:03:16,116,OperatorSignOn
4208,1,12,171218106012493,2017-12-18T17:18:30,110,OperatorSignOn
4209,1,12,171218106012495,2017-12-18T17:18:50,110,OperatorSignOff
4210,1,21,171218106021523,2017-12-18T17:20:20,140,OperatorSignOff
4211,1,20,171218106020614,2017-12-18T17:21:28,116,OperatorLock
4212,1,21,171218106021525,2017-12-18T17:20:59,110,OperatorSignOn
4213,1,20,171218106020615,2017-12-18T17:22:12,116,OperatorUnLock
4214,1,8,17121810608349,2017-12-18T17:31:24,143,OperatorLock
4215,1,8,17121810608350,2017-12-18T17:31:57,143,OperatorUnLock
4216,1,22,171218106022607,2017-12-18T17:33:21,109,OperatorSignOff
4217,1,8,17121810608378,2017-12-18T17:50:51,143,OperatorLock
4218,1,12,171218106012497,2017-12-18T17:54:35,140,OperatorSignOn
4219,1,8,17121810608379,2017-12-18T17:56:05,143,OperatorUnLock
4220,8,18,171218106018295,2017-12-18T18:02:44,268,OperatorSignOff
4221,8,18,171218106018297,2017-12-18T18:03:19,268,OperatorSignOn
4222,1,13,171218106013638,2017-12-18T18:05:25,148,OperatorLock
4223,1,13,171218106013639,2017-12-18T18:08:22,148,OperatorUnLock
4224,1,22,171218106022609,2017-12-18T18:10:44,109,OperatorSignOn
4225,1,22,171218106022611,2017-12-18T18:10:56,109,OperatorSignOff
4226,1,13,171218106013648,2017-12-18T18:12:03,148,OperatorSignOff
4227,1,13,171218106013650,2017-12-18T18:12:28,109,OperatorSignOn
4228,1,20,171218106020681,2017-12-18T18:18:42,116,OperatorLock
4229,1,20,171218106020682,2017-12-18T18:19:09,116,OperatorUnLock
4230,1,22,171218106022613,2017-12-18T18:45:18,148,OperatorSignOn
4231,1,8,17121810608443,2017-12-18T18:51:00,143,OperatorLock
4232,1,8,17121810608444,2017-12-18T18:51:08,143,OperatorUnLock
4233,1,8,17121810608445,2017-12-18T18:51:12,143,OperatorSignOff
4234,1,6,17121810606226,2017-12-18T18:53:13,10,OperatorSignOn
4235,1,6,17121810606228,2017-12-18T18:53:24,10,OperatorSignOff
4236,1,13,171218106013693,2017-12-18T18:55:50,109,OperatorSignOff
4237,1,21,171218106021608,2017-12-18T18:55:32,110,OperatorSignOff
4238,1,21,171218106021610,2017-12-18T18:56:07,110,OperatorSignOn
4239,1,8,17121810608447,2017-12-18T18:58:07,143,OperatorSignOn
4240,1,20,171218106020734,2017-12-18T19:14:26,116,OperatorLock
4241,1,20,171218106020735,2017-12-18T19:14:45,116,OperatorUnLock
4242,1,22,171218106022662,2017-12-18T19:21:49,148,OperatorLock
4243,1,21,171218106021637,2017-12-18T19:22:44,110,OperatorLock
4244,1,8,17121810608483,2017-12-18T19:26:39,143,OperatorLock
4245,1,8,17121810608484,2017-12-18T19:27:43,143,OperatorUnLock
4246,1,22,171218106022663,2017-12-18T19:29:25,148,OperatorUnLock
4247,1,22,171218106022665,2017-12-18T19:31:46,148,OperatorLock
4248,1,13,171218106013695,2017-12-18T19:41:18,109,OperatorSignOn
4249,1,21,171218106021638,2017-12-18T19:42:22,110,OperatorUnLock
4250,1,22,171218106022666,2017-12-18T19:45:53,148,OperatorUnLock
4251,1,21,171218106021644,2017-12-18T19:49:56,110,OperatorLock
4252,1,13,171218106013713,2017-12-18T19:51:12,109,OperatorSignOff
4253,1,22,171218106022672,2017-12-18T19:52:31,148,OperatorLock
4254,1,8,17121810608514,2017-12-18T19:52:42,143,OperatorLock
4255,1,8,17121810608515,2017-12-18T20:00:21,143,OperatorUnLock
4256,1,7,17121810607661,2017-12-18T20:00:32,605,OperatorLock
4257,1,7,17121810607662,2017-12-18T20:11:52,605,OperatorUnLock
4258,8,18,171218106018371,2017-12-18T20:11:03,268,OperatorSignOff
4259,8,18,171218106018374,2017-12-18T20:27:10,268,OperatorSignOn
4260,1,8,17121810608565,2017-12-18T20:36:48,143,OperatorSignOff
4261,1,7,17121810607689,2017-12-18T20:39:03,605,OperatorLock
4262,1,7,17121810607690,2017-12-18T20:53:08,605,OperatorUnLock
4263,1,7,17121810607691,2017-12-18T20:53:11,605,OperatorSignOff
4264,1,8,17121810608567,2017-12-18T20:53:19,10,OperatorSignOn
4265,1,8,17121810608569,2017-12-18T20:53:30,10,OperatorSignOff
4266,1,22,171218106022673,2017-12-18T21:01:06,148,OperatorUnLock
4267,1,13,171218106013715,2017-12-18T21:06:43,109,OperatorSignOn
4268,1,21,171218106021645,2017-12-18T21:08:25,110,OperatorUnLock
4269,8,19,171218106019446,2017-12-18T21:15:15,269,OperatorSignOff
4270,1,20,171218106020881,2017-12-18T21:17:59,116,OperatorLock
4271,1,20,171218106020882,2017-12-18T21:18:14,116,OperatorUnLock
4272,8,18,171218106018396,2017-12-18T21:17:39,268,OperatorSignOff
4273,8,17,171218106017358,2017-12-18T21:23:19,267,OperatorSignOff
4274,1,13,171218106013744,2017-12-18T21:31:57,109,OperatorSignOff
4275,1,12,171218106012746,2017-12-18T21:33:46,140,OperatorSignOff
4276,1,12,171218106012748,2017-12-18T21:39:31,10,OperatorSignOn
4277,1,12,171218106012750,2017-12-18T21:39:40,10,OperatorSignOff
4278,1,22,171218106022726,2017-12-18T21:46:29,148,OperatorSignOff
4279,1,13,171218106013746,2017-12-18T21:51:32,109,OperatorSignOn
4280,1,20,171218106020917,2017-12-18T21:58:03,116,OperatorSignOff
4281,1,21,171218106021695,2017-12-18T21:57:53,110,OperatorSignOff
4282,8,15,171218106015501,2017-12-18T22:07:30,265,OperatorSignOff
4283,8,14,171218106014573,2017-12-18T22:07:45,264,OperatorSignOff
4284,1,13,171218106013779,2017-12-18T22:10:43,109,OperatorSignOff
4285,8,16,171218106016470,2017-12-18T22:10:09,266,OperatorSignOff
4286,1,7,171219106072,2017-12-19T06:39:58,139,OperatorSignOn
4287,1,7,171219106077,2017-12-19T06:40:38,139,OperatorSignOff
4288,1,7,171219106079,2017-12-19T06:45:08,139,OperatorSignOn
4289,1,7,1712191060717,2017-12-19T06:47:54,139,OperatorLock
4290,1,7,1712191060718,2017-12-19T06:48:27,139,OperatorUnLock
4291,1,7,1712191060720,2017-12-19T06:50:11,139,OperatorLock
4292,1,7,1712191060721,2017-12-19T06:56:04,139,OperatorUnLock
4293,1,7,1712191060723,2017-12-19T06:56:09,139,OperatorLock
4294,1,7,1712191060724,2017-12-19T06:57:16,139,OperatorUnLock
4295,8,17,1712191060173,2017-12-19T07:01:33,267,OperatorSignOn
4296,1,22,1712191060222,2017-12-19T07:02:53,106,OperatorSignOn
4297,1,20,1712191060202,2017-12-19T07:03:55,131,OperatorSignOn
4298,1,22,1712191060227,2017-12-19T07:05:40,106,OperatorLock
4299,1,22,1712191060228,2017-12-19T07:07:51,106,OperatorUnLock
4300,1,21,1712191060212,2017-12-19T07:09:00,108,OperatorSignOn
4301,8,18,1712191060183,2017-12-19T07:11:06,268,OperatorSignOn
4302,8,19,1712191060193,2017-12-19T07:10:37,269,OperatorSignOn
4303,8,15,1712191060153,2017-12-19T07:12:16,265,OperatorSignOn
4304,8,16,1712191060163,2017-12-19T07:12:16,266,OperatorSignOn
4305,1,12,1712191060122,2017-12-19T07:15:07,101,OperatorSignOn
4306,1,13,1712191060132,2017-12-19T07:15:38,125,OperatorSignOn
4307,1,12,1712191060125,2017-12-19T07:18:00,101,OperatorLock
4308,1,13,1712191060135,2017-12-19T07:17:48,125,OperatorLock
4309,1,13,1712191060136,2017-12-19T07:18:26,125,OperatorUnLock
4310,1,21,17121910602115,2017-12-19T07:18:14,108,OperatorSignOff
4311,1,22,17121910602219,2017-12-19T07:18:26,106,OperatorLock
4312,1,13,1712191060138,2017-12-19T07:18:45,125,OperatorLock
4313,1,12,1712191060126,2017-12-19T07:19:38,101,OperatorUnLock
4314,1,12,1712191060127,2017-12-19T07:19:41,101,OperatorSignOff
4315,1,13,1712191060139,2017-12-19T07:20:04,125,OperatorUnLock
4316,1,22,17121910602220,2017-12-19T07:20:49,106,OperatorUnLock
4317,1,13,17121910601312,2017-12-19T07:22:11,125,OperatorSignOff
4318,1,22,17121910602223,2017-12-19T07:22:22,106,OperatorLock
4319,1,22,17121910602224,2017-12-19T07:22:55,106,OperatorUnLock
4320,8,14,1712191060144,2017-12-19T07:29:45,264,OperatorSignOn
4321,1,21,17121910602117,2017-12-19T07:38:08,108,OperatorSignOn
4322,1,22,17121910602257,2017-12-19T07:54:18,106,OperatorLock
4323,1,22,17121910602258,2017-12-19T07:55:05,106,OperatorUnLock
4324,1,22,17121910602262,2017-12-19T07:57:40,106,OperatorLock
4325,1,22,17121910602263,2017-12-19T07:58:08,106,OperatorUnLock
4326,1,5,171219106052,2017-12-19T08:01:51,10,OperatorSignOn
4327,1,5,171219106054,2017-12-19T08:03:22,10,OperatorSignOff
4328,1,22,17121910602274,2017-12-19T08:05:55,106,OperatorLock
4329,1,22,17121910602275,2017-12-19T08:06:31,106,OperatorUnLock
4330,1,21,17121910602152,2017-12-19T08:11:02,108,OperatorSignOff
4331,1,21,17121910602154,2017-12-19T08:11:57,108,OperatorSignOn
4332,1,13,17121910601314,2017-12-19T08:16:12,125,OperatorSignOn
4333,1,7,1712191060731,2017-12-19T08:17:59,139,OperatorSignOff
4334,1,5,171219106056,2017-12-19T08:21:25,123,OperatorSignOn
4335,1,13,17121910601320,2017-12-19T08:20:57,125,OperatorLock
4336,1,13,17121910601321,2017-12-19T08:22:12,125,OperatorUnLock
4337,1,6,171219106062,2017-12-19T08:36:24,10,OperatorSignOn
4338,1,6,171219106064,2017-12-19T08:37:14,10,OperatorSignOff
4339,1,20,171219106020112,2017-12-19T08:46:49,131,OperatorSignOff
4340,1,5,1712191060530,2017-12-19T08:49:11,123,OperatorLock
4341,1,5,1712191060531,2017-12-19T08:49:45,123,OperatorUnLock
4342,1,5,1712191060532,2017-12-19T08:50:18,123,OperatorSignOff
4343,1,20,171219106020114,2017-12-19T08:53:04,131,OperatorSignOn
4344,1,13,17121910601350,2017-12-19T08:54:00,125,OperatorLock
