Date,Product_ID,Product_Category,Sales_Amount,Quantity_Sold,Store_Location
2023-03-05 19:00:00,P31,Home Decor,574.3,2,Los Angeles
2023-03-05 20:00:00,P32,Electronics,589.6,3,San Francisco
2023-03-05 21:00:00,P33,Clothing,604.9,4,Miami
2023-03-05 22:00:00,P34,Groceries,620.2,5,Houston
2023-03-05 23:00:00,P35,Home Decor,635.5,1,New York
2023-03-06 00:00:00,P36,Electronics,650.8,2,Los Angeles
2023-03-06 01:00:00,P37,Clothing,666.1,3,San Francisco
2023-03-06 02:00:00,P38,Groceries,681.4,4,Miami
2023-03-06 03:00:00,P39,Home Decor,696.7,5,Houston
2023-03-06 04:00:00,P40,Electronics,562.0,1,New York
2023-03-06 05:00:00,P41,Clothing,577.3,2,Los Angeles
2023-03-06 06:00:00,P42,Groceries,592.6,3,San Francisco
2023-03-06 07:00:00,P43,Home Decor,607.9,4,Miami
2023-03-06 08:00:00,P44,Electronics,623.2,5,Houston
2023-03-06 09:00:00,P45,Clothing,638.5,1,New York
2023-03-06 10:00:00,P46,Groceries,653.8,2,Los Angeles
2023-03-06 11:00:00,P47,Home Decor,669.1,3,San Francisco
2023-03-06 12:00:00,P48,Electronics,684.4,4,Miami
2023-03-06 13:00:00,P49,Clothing,699.7,5,Houston
2023-03-06 14:00:00,P50,Groceries,565.0,1,New York
2023-03-06 15:00:00,P51,Home Decor,580.3,2,Los Angeles
2023-03-06 16:00:00,P52,Electronics,595.6,3,San Francisco
2023-03-06 17:00:00,P53,Clothing,610.9,4,Miami
2023-03-06 18:00:00,P54,Groceries,626.2,5,Houston
2023-03-06 19:00:00,P55,Home Decor,641.5,1,New York
2023-03-06 20:00:00,P56,Electronics,656.8,2,Los Angeles
2023-03-06 21:00:00,P57,Clothing,672.1,3,San Francisco
2023-03-06 22:00:00,P58,Groceries,687.4,4,Miami
2023-03-06 23:00:00,P59,Home Decor,702.7,5,Houston
2023-03-07 00:00:00,P60,Electronics,568.0,1,New York
2023-03-07 01:00:00,P61,Clothing,583.3,2,Los Angeles
2023-03-07 02:00:00,P62,Groceries,598.6,3,San Francisco
2023-03-07 03:00:00,P63,Home Decor,613.9,4,Miami
2023-03-07 04:00:00,P64,Electronics,629.2,5,Houston
2023-03-07 05:00:00,P65,Clothing,644.5,1,New York
2023-03-07 06:00:00,P66,Groceries,659.8,2,Los Angeles
2023-03-07 07:00:00,P67,Home Decor,675.1,3,San Francisco
2023-03-07 08:00:00,P68,Electronics,690.4,4,Miami
2023-03-07 09:00:00,P69,Clothing,705.7,5,Houston
2023-03-07 10:00:00,P70,Groceries,571.0,1,New York
2023-03-07 11:00:00,P71,Home Decor,586.3,2,Los Angeles
2023-03-07 12:00:00,P72,Electronics,601.6,3,San Francisco
2023-03-07 13:00:00,P73,Clothing,616.9,4,Miami
2023-03-07 14:00:00,P74,Groceries,632.2,5,Houston
2023-03-07 15:00:00,P75,Home Decor,647.5,1,New York
2023-03-07 16:00:00,P76,Electronics,662.8,2,Los Angeles
2023-03-07 17:00:00,P77,Clothing,678.1,3,San Francisco
2023-03-07 18:00:00,P78,Groceries,693.4,4,Miami
2023-03-07 19:00:00,P79,Home Decor,708.7,5,Houston
2023-03-07 20:00:00,P80,Electronics,574.0,1,New York
2023-03-07 21:00:00,P81,Clothing,589.3,2,Los Angeles
2023-03-07 22:00:00,P82,Groceries,604.6,3,San Francisco
2023-03-07 23:00:00,P83,Home Decor,619.9,4,Miami
2023-03-08 00:00:00,P84,Electronics,635.2,5,Houston
2023-03-08 01:00:00,P85,Clothing,650.5,1,New York
2023-03-08 02:00:00,P86,Groceries,665.8,2,Los Angeles
2023-03-08 03:00:00,P87,Home Decor,681.1,3,San Francisco
2023-03-08 04:00:00,P88,Electronics,696.4,4,Miami
2023-03-08 05:00:00,P89,Clothing,711.7,5,Houston
2023-03-08 06:00:00,P90,Groceries,577.0,1,New York
2023-03-08 07:00:00,P91,Home Decor,592.3,2,Los Angeles
2023-03-08 08:00:00,P92,Electronics,607.6,3,San Francisco
2023-03-08 09:00:00,P93,Clothing,622.9,4,Miami
2023-03-08 10:00:00,P94,Groceries,638.2,5,Houston
2023-03-08 11:00:00,P95,Home Decor,653.5,1,New York
2023-03-08 12:00:00,P96,Electronics,668.8,2,Los Angeles
2023-03-08 13:00:00,P97,Clothing,684.1,3,San Francisco
2023-03-08 14:00:00,P98,Groceries,699.4,4,Miami
2023-03-08 15:00:00,P99,Home Decor,714.7,5,Houston
2023-03-08 16:00:00,P0,Electronics,580.0,1,New York
2023-03-08 17:00:00,P1,Clothing,595.3,2,Los Angeles
2023-03-08 18:00:00,P2,Groceries,610.6,3,San Francisco
2023-03-08 19:00:00,P3,Home Decor,625.9,4,Miami
2023-03-08 20:00:00,P4,Electronics,641.2,5,Houston
2023-03-08 21:00:00,P5,Clothing,656.5,1,New York
2023-03-08 22:00:00,P6,Groceries,671.8,2,Los Angeles
2023-03-08 23:00:00,P7,Home Decor,687.1,3,San Francisco
2023-03-09 00:00:00,P8,Electronics,702.4,4,Miami
2023-03-09 01:00:00,P9,Clothing,717.7,5,Houston
2023-03-09 02:00:00,P10,Groceries,583.0,1,New York
2023-03-09 03:00:00,P11,Home Decor,598.3,2,Los Angeles
2023-03-09 04:00:00,P12,Electronics,613.6,3,San Francisco
2023-03-09 05:00:00,P13,Clothing,628.9,4,Miami
2023-03-09 06:00:00,P14,Groceries,644.2,5,Houston
2023-03-09 07:00:00,P15,Home Decor,659.5,1,New York
2023-03-09 08:00:00,P16,Electronics,674.8,2,Los Angeles
2023-03-09 09:00:00,P17,Clothing,690.1,3,San Francisco
2023-03-09 10:00:00,P18,Groceries,705.4,4,Miami
2023-03-09 11:00:00,P19,Home Decor,720.7,5,Houston
2023-03-09 12:00:00,P20,Electronics,586.0,1,New York
2023-03-09 13:00:00,P21,Clothing,601.3,2,Los Angeles
2023-03-09 14:00:00,P22,Groceries,616.6,3,San Francisco
2023-03-09 15:00:00,P23,Home Decor,631.9,4,Miami
2023-03-09 16:00:00,P24,Electronics,647.2,5,Houston
2023-03-09 17:00:00,P25,Clothing,662.5,1,New York
2023-03-09 18:00:00,P26,Groceries,677.8,2,Los Angeles
2023-03-09 19:00:00,P27,Home Decor,693.1,3,San Francisco
2023-03-09 20:00:00,P28,Electronics,708.4,4,Miami
2023-03-09 21:00:00,P29,Clothing,723.7,5,Houston
2023-03-09 22:00:00,P30,Groceries,589.0,1,New York
2023-03-09 23:00:00,P31,Home Decor,604.3,2,Los Angeles
2023-03-10 00:00:00,P32,Electronics,619.6,3,San Francisco
2023-03-10 01:00:00,P33,Clothing,634.9,4,Miami
2023-03-10 02:00:00,P34,Groceries,650.2,5,Houston
2023-03-10 03:00:00,P35,Home Decor,665.5,1,New York
2023-03-10 04:00:00,P36,Electronics,680.8,2,Los Angeles
2023-03-10 05:00:00,P37,Clothing,696.1,3,San Francisco
2023-03-10 06:00:00,P38,Groceries,711.4,4,Miami
2023-03-10 07:00:00,P39,Home Decor,726.7,5,Houston
2023-03-10 08:00:00,P40,Electronics,592.0,1,New York
2023-03-10 09:00:00,P41,Clothing,607.3,2,Los Angeles
2023-03-10 10:00:00,P42,Groceries,622.6,3,San Francisco
2023-03-10 11:00:00,P43,Home Decor,637.9,4,Miami
2023-03-10 12:00:00,P44,Electronics,653.2,5,Houston
2023-03-10 13:00:00,P45,Clothing,668.5,1,New York
2023-03-10 14:00:00,P46,Groceries,683.8,2,Los Angeles
2023-03-10 15:00:00,P47,Home Decor,699.1,3,San Francisco
2023-03-10 16:00:00,P48,Electronics,714.4,4,Miami
2023-03-10 17:00:00,P49,Clothing,729.7,5,Houston
2023-03-10 18:00:00,P50,Groceries,595.0,1,New York
2023-03-10 19:00:00,P51,Home Decor,610.3,2,Los Angeles
2023-03-10 20:00:00,P52,Electronics,625.6,3,San Francisco
2023-03-10 21:00:00,P53,Clothing,640.9,4,Miami
2023-03-10 22:00:00,P54,Groceries,656.2,5,Houston
2023-03-10 23:00:00,P55,Home Decor,671.5,1,New York
2023-03-11 00:00:00,P56,Electronics,686.8,2,Los Angeles
2023-03-11 01:00:00,P57,Clothing,702.1,3,San Francisco
2023-03-11 02:00:00,P58,Groceries,717.4,4,Miami
2023-03-11 03:00:00,P59,Home Decor,732.7,5,Houston
2023-03-11 04:00:00,P60,Electronics,598.0,1,New York
2023-03-11 05:00:00,P61,Clothing,613.3,2,Los Angeles
2023-03-11 06:00:00,P62,Groceries,628.6,3,San Francisco
2023-03-11 07:00:00,P63,Home Decor,643.9,4,Miami
2023-03-11 08:00:00,P64,Electronics,659.2,5,Houston
2023-03-11 09:00:00,P65,Clothing,674.5,1,New York
2023-03-11 10:00:00,P66,Groceries,689.8,2,Los Angeles
2023-03-11 11:00:00,P67,Home Decor,705.1,3,San Francisco
2023-03-11 12:00:00,P68,Electronics,720.4,4,Miami
2023-03-11 13:00:00,P69,Clothing,735.7,5,Houston
2023-03-11 14:00:00,P70,Groceries,601.0,1,New York
2023-03-11 15:00:00,P71,Home Decor,616.3,2,Los Angeles
2023-03-11 16:00:00,P72,Electronics,631.6,3,San Francisco
2023-03-11 17:00:00,P73,Clothing,646.9,4,Miami
2023-03-11 18:00:00,P74,Groceries,662.2,5,Houston
2023-03-11 19:00:00,P75,Home Decor,677.5,1,New York
2023-03-11 20:00:00,P76,Electronics,692.8,2,Los Angeles
2023-03-11 21:00:00,P77,Clothing,708.1,3,San Francisco
2023-03-11 22:00:00,P78,Groceries,723.4,4,Miami
2023-03-11 23:00:00,P79,Home Decor,738.7,5,Houston
2023-03-12 00:00:00,P80,Electronics,604.0,1,New York
2023-03-12 01:00:00,P81,Clothing,619.3,2,Los Angeles
2023-03-12 02:00:00,P82,Groceries,634.6,3,San Francisco
2023-03-12 03:00:00,P83,Home Decor,649.9,4,Miami
2023-03-12 04:00:00,P84,Electronics,665.2,5,Houston
2023-03-12 05:00:00,P85,Clothing,680.5,1,New York
2023-03-12 06:00:00,P86,Groceries,695.8,2,Los Angeles
2023-03-12 07:00:00,P87,Home Decor,711.1,3,San Francisco
2023-03-12 08:00:00,P88,Electronics,726.4,4,Miami
2023-03-12 09:00:00,P89,Clothing,741.7,5,Houston
2023-03-12 10:00:00,P90,Groceries,607.0,1,New York
2023-03-12 11:00:00,P91,Home Decor,622.3,2,Los Angeles
2023-03-12 12:00:00,P92,Electronics,637.6,3,San Francisco
2023-03-12 13:00:00,P93,Clothing,652.9,4,Miami
2023-03-12 14:00:00,P94,Groceries,668.2,5,Houston
2023-03-12 15:00:00,P95,Home Decor,683.5,1,New York
2023-03-12 16:00:00,P96,Electronics,698.8,2,Los Angeles
2023-03-12 17:00:00,P97,Clothing,714.1,3,San Francisco
2023-03-12 18:00:00,P98,Groceries,729.4,4,Miami
2023-03-12 19:00:00,P99,Home Decor,744.7,5,Houston
2023-03-12 20:00:00,P0,Electronics,610.0,1,New York
2023-03-12 21:00:00,P1,Clothing,625.3,2,Los Angeles
2023-03-12 22:00:00,P2,Groceries,640.6,3,San Francisco
2023-03-12 23:00:00,P3,Home Decor,655.9,4,Miami
2023-03-13 00:00:00,P4,Electronics,671.2,5,Houston
2023-03-13 01:00:00,P5,Clothing,686.5,1,New York
2023-03-13 02:00:00,P6,Groceries,701.8,2,Los Angeles
2023-03-13 03:00:00,P7,Home Decor,717.1,3,San Francisco
2023-03-13 04:00:00,P8,Electronics,732.4,4,Miami
2023-03-13 05:00:00,P9,Clothing,747.7,5,Houston
2023-03-13 06:00:00,P10,Groceries,613.0,1,New York
2023-03-13 07:00:00,P11,Home Decor,628.3,2,Los Angeles
2023-03-13 08:00:00,P12,Electronics,643.6,3,San Francisco
2023-03-13 09:00:00,P13,Clothing,658.9,4,Miami
2023-03-13 10:00:00,P14,Groceries,674.2,5,Houston
2023-03-13 11:00:00,P15,Home Decor,689.5,1,New York
2023-03-13 12:00:00,P16,Electronics,704.8,2,Los Angeles
2023-03-13 13:00:00,P17,Clothing,720.1,3,San Francisco
2023-03-13 14:00:00,P18,Groceries,735.4,4,Miami
2023-03-13 15:00:00,P19,Home Decor,750.7,5,Houston
2023-03-13 16:00:00,P20,Electronics,616.0,1,New York
2023-03-13 17:00:00,P21,Clothing,631.3,2,Los Angeles
2023-03-13 18:00:00,P22,Groceries,646.6,3,San Francisco
2023-03-13 19:00:00,P23,Home Decor,661.9,4,Miami
2023-03-13 20:00:00,P24,Electronics,677.2,5,Houston
2023-03-13 21:00:00,P25,Clothing,692.5,1,New York
2023-03-13 22:00:00,P26,Groceries,707.8,2,Los Angeles
2023-03-13 23:00:00,P27,Home Decor,723.1,3,San Francisco
2023-03-14 00:00:00,P28,Electronics,738.4,4,Miami
2023-03-14 01:00:00,P29,Clothing,753.7,5,Houston
2023-03-14 02:00:00,P30,Groceries,619.0,1,New York
2023-03-14 03:00:00,P31,Home Decor,634.3,2,Los Angeles
2023-03-14 04:00:00,P32,Electronics,649.6,3,San Francisco
2023-03-14 05:00:00,P33,Clothing,664.9,4,Miami
2023-03-14 06:00:00,P34,Groceries,680.2,5,Houston
2023-03-14 07:00:00,P35,Home Decor,695.5,1,New York
2023-03-14 08:00:00,P36,Electronics,710.8,2,Los Angeles
2023-03-14 09:00:00,P37,Clothing,726.1,3,San Francisco
2023-03-14 10:00:00,P38,Groceries,741.4,4,Miami
2023-03-14 11:00:00,P39,Home Decor,756.7,5,Houston
2023-03-14 12:00:00,P40,Electronics,622.0,1,New York
2023-03-14 13:00:00,P41,Clothing,637.3,2,Los Angeles
2023-03-14 14:00:00,P42,Groceries,652.6,3,San Francisco
2023-03-14 15:00:00,P43,Home Decor,667.9,4,Miami
2023-03-14 16:00:00,P44,Electronics,683.2,5,Houston
2023-03-14 17:00:00,P45,Clothing,698.5,1,New York
2023-03-14 18:00:00,P46,Groceries,713.8,2,Los Angeles
2023-03-14 19:00:00,P47,Home Decor,729.1,3,San Francisco
2023-03-14 20:00:00,P48,Electronics,744.4,4,Miami
2023-03-14 21:00:00,P49,Clothing,759.7,5,Houston
2023-03-14 22:00:00,P50,Groceries,625.0,1,New York
2023-03-14 23:00:00,P51,Home Decor,640.3,2,Los Angeles
2023-03-15 00:00:00,P52,Electronics,655.6,3,San Francisco
2023-03-15 01:00:00,P53,Clothing,670.9,4,Miami
2023-03-15 02:00:00,P54,Groceries,686.2,5,Houston
2023-03-15 03:00:00,P55,Home Decor,701.5,1,New York
2023-03-15 04:00:00,P56,Electronics,716.8,2,Los Angeles
2023-03-15 05:00:00,P57,Clothing,732.1,3,San Francisco
2023-03-15 06:00:00,P58,Groceries,747.4,4,Miami
2023-03-15 07:00:00,P59,Home Decor,762.7,5,Houston
2023-03-15 08:00:00,P60,Electronics,628.0,1,New York
2023-03-15 09:00:00,P61,Clothing,643.3,2,Los Angeles
2023-03-15 10:00:00,P62,Groceries,658.6,3,San Francisco
2023-03-15 11:00:00,P63,Home Decor,673.9,4,Miami
2023-03-15 12:00:00,P64,Electronics,689.2,5,Houston
2023-03-15 13:00:00,P65,Clothing,704.5,1,New York
2023-03-15 14:00:00,P66,Groceries,719.8,2,Los Angeles
2023-03-15 15:00:00,P67,Home Decor,735.1,3,San Francisco
2023-03-15 16:00:00,P68,Electronics,750.4,4,Miami
2023-03-15 17:00:00,P69,Clothing,765.7,5,Houston
2023-03-15 18:00:00,P70,Groceries,631.0,1,New York
2023-03-15 19:00:00,P71,Home Decor,646.3,2,Los Angeles
2023-03-15 20:00:00,P72,Electronics,661.6,3,San Francisco
2023-03-15 21:00:00,P73,Clothing,676.9,4,Miami
2023-03-15 22:00:00,P74,Groceries,692.2,5,Houston
2023-03-15 23:00:00,P75,Home Decor,707.5,1,New York
2023-03-16 00:00:00,P76,Electronics,722.8,2,Los Angeles
2023-03-16 01:00:00,P77,Clothing,738.1,3,San Francisco
2023-03-16 02:00:00,P78,Groceries,753.4,4,Miami
2023-03-16 03:00:00,P79,Home Decor,768.7,5,Houston
2023-03-16 04:00:00,P80,Electronics,634.0,1,New York
2023-03-16 05:00:00,P81,Clothing,649.3,2,Los Angeles
2023-03-16 06:00:00,P82,Groceries,664.6,3,San Francisco
2023-03-16 07:00:00,P83,Home Decor,679.9,4,Miami
2023-03-16 08:00:00,P84,Electronics,695.2,5,Houston
2023-03-16 09:00:00,P85,Clothing,710.5,1,New York
2023-03-16 10:00:00,P86,Groceries,725.8,2,Los Angeles
2023-03-16 11:00:00,P87,Home Decor,741.1,3,San Francisco
2023-03-16 12:00:00,P88,Electronics,756.4,4,Miami
2023-03-16 13:00:00,P89,Clothing,771.7,5,Houston
2023-03-16 14:00:00,P90,Groceries,637.0,1,New York
2023-03-16 15:00:00,P91,Home Decor,652.3,2,Los Angeles
2023-03-16 16:00:00,P92,Electronics,667.6,3,San Francisco
2023-03-16 17:00:00,P93,Clothing,682.9,4,Miami
2023-03-16 18:00:00,P94,Groceries,698.2,5,Houston
2023-03-16 19:00:00,P95,Home Decor,713.5,1,New York
2023-03-16 20:00:00,P96,Electronics,728.8,2,Los Angeles
2023-03-16 21:00:00,P97,Clothing,744.1,3,San Francisco
2023-03-16 22:00:00,P98,Groceries,759.4,4,Miami
2023-03-16 23:00:00,P99,Home Decor,774.7,5,Houston
2023-03-17 00:00:00,P0,Electronics,640.0,1,New York
2023-03-17 01:00:00,P1,Clothing,655.3,2,Los Angeles
2023-03-17 02:00:00,P2,Groceries,670.6,3,San Francisco
2023-03-17 03:00:00,P3,Home Decor,685.9,4,Miami
2023-03-17 04:00:00,P4,Electronics,701.2,5,Houston
2023-03-17 05:00:00,P5,Clothing,716.5,1,New York
2023-03-17 06:00:00,P6,Groceries,731.8,2,Los Angeles
2023-03-17 07:00:00,P7,Home Decor,747.1,3,San Francisco
2023-03-17 08:00:00,P8,Electronics,762.4,4,Miami
2023-03-17 09:00:00,P9,Clothing,777.7,5,Houston
2023-03-17 10:00:00,P10,Groceries,643.0,1,New York
2023-03-17 11:00:00,P11,Home Decor,658.3,2,Los Angeles
2023-03-17 12:00:00,P12,Electronics,673.6,3,San Francisco
2023-03-17 13:00:00,P13,Clothing,688.9,4,Miami
2023-03-17 14:00:00,P14,Groceries,704.2,5,Houston
2023-03-17 15:00:00,P15,Home Decor,719.5,1,New York
2023-03-17 16:00:00,P16,Electronics,734.8,2,Los Angeles
2023-03-17 17:00:00,P17,Clothing,750.1,3,San Francisco
2023-03-17 18:00:00,P18,Groceries,765.4,4,Miami
2023-03-17 19:00:00,P19,Home Decor,780.7,5,Houston
2023-03-17 20:00:00,P20,Electronics,646.0,1,New York
2023-03-17 21:00:00,P21,Clothing,661.3,2,Los Angeles
2023-03-17 22:00:00,P22,Groceries,676.6,3,San Francisco
2023-03-17 23:00:00,P23,Home Decor,691.9,4,Miami
2023-03-18 00:00:00,P24,Electronics,707.2,5,Houston
2023-03-18 01:00:00,P25,Clothing,722.5,1,New York
2023-03-18 02:00:00,P26,Groceries,737.8,2,Los Angeles
2023-03-18 03:00:00,P27,Home Decor,753.1,3,San Francisco
2023-03-18 04:00:00,P28,Electronics,768.4,4,Miami
2023-03-18 05:00:00,P29,Clothing,783.7,5,Houston
2023-03-18 06:00:00,P30,Groceries,649.0,1,New York
2023-03-18 07:00:00,P31,Home Decor,664.3,2,Los Angeles
2023-03-18 08:00:00,P32,Electronics,679.6,3,San Francisco
2023-03-18 09:00:00,P33,Clothing,694.9,4,Miami
2023-03-18 10:00:00,P34,Groceries,710.2,5,Houston
2023-03-18 11:00:00,P35,Home Decor,725.5,1,New York
2023-03-18 12:00:00,P36,Electronics,740.8,2,Los Angeles
2023-03-18 13:00:00,P37,Clothing,756.1,3,San Francisco
2023-03-18 14:00:00,P38,Groceries,771.4,4,Miami
2023-03-18 15:00:00,P39,Home Decor,786.7,5,Houston
2023-03-18 16:00:00,P40,Electronics,652.0,1,New York
2023-03-18 17:00:00,P41,Clothing,667.3,2,Los Angeles
2023-03-18 18:00:00,P42,Groceries,682.6,3,San Francisco
2023-03-18 19:00:00,P43,Home Decor,697.9,4,Miami
2023-03-18 20:00:00,P44,Electronics,713.2,5,Houston
2023-03-18 21:00:00,P45,Clothing,728.5,1,New York
2023-03-18 22:00:00,P46,Groceries,743.8,2,Los Angeles
2023-03-18 23:00:00,P47,Home Decor,759.1,3,San Francisco
2023-03-19 00:00:00,P48,Electronics,774.4,4,Miami
2023-03-19 01:00:00,P49,Clothing,789.7,5,Houston
2023-03-19 02:00:00,P50,Groceries,655.0,1,New York
2023-03-19 03:00:00,P51,Home Decor,670.3,2,Los Angeles
2023-03-19 04:00:00,P52,Electronics,685.6,3,San Francisco
2023-03-19 05:00:00,P53,Clothing,700.9,4,Miami
2023-03-19 06:00:00,P54,Groceries,716.2,5,Houston
2023-03-19 07:00:00,P55,Home Decor,731.5,1,New York
2023-03-19 08:00:00,P56,Electronics,746.8,2,Los Angeles
2023-03-19 09:00:00,P57,Clothing,762.1,3,San Francisco
2023-03-19 10:00:00,P58,Groceries,777.4,4,Miami
2023-03-19 11:00:00,P59,Home Decor,792.7,5,Houston
2023-03-19 12:00:00,P60,Electronics,658.0,1,New York
2023-03-19 13:00:00,P61,Clothing,673.3,2,Los Angeles
2023-03-19 14:00:00,P62,Groceries,688.6,3,San Francisco
2023-03-19 15:00:00,P63,Home Decor,703.9,4,Miami
2023-03-19 16:00:00,P64,Electronics,719.2,5,Houston
2023-03-19 17:00:00,P65,Clothing,734.5,1,New York
2023-03-19 18:00:00,P66,Groceries,749.8,2,Los Angeles
2023-03-19 19:00:00,P67,Home Decor,765.1,3,San Francisco
2023-03-19 20:00:00,P68,Electronics,780.4,4,Miami
2023-03-19 21:00:00,P69,Clothing,795.7,5,Houston
2023-03-19 22:00:00,P70,Groceries,661.0,1,New York
2023-03-19 23:00:00,P71,Home Decor,676.3,2,Los Angeles
2023-03-20 00:00:00,P72,Electronics,691.6,3,San Francisco
2023-03-20 01:00:00,P73,Clothing,706.9,4,Miami
2023-03-20 02:00:00,P74,Groceries,722.2,5,Houston
2023-03-20 03:00:00,P75,Home Decor,737.5,1,New York
2023-03-20 04:00:00,P76,Electronics,752.8,2,Los Angeles
2023-03-20 05:00:00,P77,Clothing,768.1,3,San Francisco
2023-03-20 06:00:00,P78,Groceries,783.4,4,Miami
2023-03-20 07:00:00,P79,Home Decor,798.7,5,Houston
2023-03-20 08:00:00,P80,Electronics,664.0,1,New York
2023-03-20 09:00:00,P81,Clothing,679.3,2,Los Angeles
2023-03-20 10:00:00,P82,Groceries,694.6,3,San Francisco
2023-03-20 11:00:00,P83,Home Decor,709.9,4,Miami
2023-03-20 12:00:00,P84,Electronics,725.2,5,Houston
2023-03-20 13:00:00,P85,Clothing,740.5,1,New York
2023-03-20 14:00:00,P86,Groceries,755.8,2,Los Angeles
2023-03-20 15:00:00,P87,Home Decor,771.1,3,San Francisco
2023-03-20 16:00:00,P88,Electronics,786.4,4,Miami
2023-03-20 17:00:00,P89,Clothing,801.7,5,Houston
2023-03-20 18:00:00,P90,Groceries,667.0,1,New York
2023-03-20 19:00:00,P91,Home Decor,682.3,2,Los Angeles
2023-03-20 20:00:00,P92,Electronics,697.6,3,San Francisco
2023-03-20 21:00:00,P93,Clothing,712.9,4,Miami
2023-03-20 22:00:00,P94,Groceries,728.2,5,Houston
2023-03-20 23:00:00,P95,Home Decor,743.5,1,New York
2023-03-21 00:00:00,P96,Electronics,758.8,2,Los Angeles
2023-03-21 01:00:00,P97,Clothing,774.1,3,San Francisco
2023-03-21 02:00:00,P98,Groceries,789.4,4,Miami
2023-03-21 03:00:00,P99,Home Decor,804.7,5,Houston
2023-03-21 04:00:00,P0,Electronics,670.0,1,New York
2023-03-21 05:00:00,P1,Clothing,685.3,2,Los Angeles
2023-03-21 06:00:00,P2,Groceries,700.6,3,San Francisco
2023-03-21 07:00:00,P3,Home Decor,715.9,4,Miami
2023-03-21 08:00:00,P4,Electronics,731.2,5,Houston
2023-03-21 09:00:00,P5,Clothing,746.5,1,New York
2023-03-21 10:00:00,P6,Groceries,761.8,2,Los Angeles
2023-03-21 11:00:00,P7,Home Decor,777.1,3,San Francisco
2023-03-21 12:00:00,P8,Electronics,792.4,4,Miami
2023-03-21 13:00:00,P9,Clothing,807.7,5,Houston
2023-03-21 14:00:00,P10,Groceries,673.0,1,New York
2023-03-21 15:00:00,P11,Home Decor,688.3,2,Los Angeles
2023-03-21 16:00:00,P12,Electronics,703.6,3,San Francisco
2023-03-21 17:00:00,P13,Clothing,718.9,4,Miami
2023-03-21 18:00:00,P14,Groceries,734.2,5,Houston
2023-03-21 19:00:00,P15,Home Decor,749.5,1,New York
2023-03-21 20:00:00,P16,Electronics,764.8,2,Los Angeles
2023-03-21 21:00:00,P17,Clothing,780.1,3,San Francisco
2023-03-21 22:00:00,P18,Groceries,795.4,4,Miami
2023-03-21 23:00:00,P19,Home Decor,810.7,5,Houston
2023-03-22 00:00:00,P20,Electronics,676.0,1,New York
2023-03-22 01:00:00,P21,Clothing,691.3,2,Los Angeles
2023-03-22 02:00:00,P22,Groceries,706.6,3,San Francisco
2023-03-22 03:00:00,P23,Home Decor,721.9,4,Miami
2023-03-22 04:00:00,P24,Electronics,737.2,5,Houston
2023-03-22 05:00:00,P25,Clothing,752.5,1,New York
2023-03-22 06:00:00,P26,Groceries,767.8,2,Los Angeles
2023-03-22 07:00:00,P27,Home Decor,783.1,3,San Francisco
2023-03-22 08:00:00,P28,Electronics,798.4,4,Miami
2023-03-22 09:00:00,P29,Clothing,813.7,5,Houston
2023-03-22 10:00:00,P30,Groceries,679.0,1,New York
2023-03-22 11:00:00,P31,Home Decor,694.3,2,Los Angeles
2023-03-22 12:00:00,P32,Electronics,709.6,3,San Francisco
2023-03-22 13:00:00,P33,Clothing,724.9,4,Miami
2023-03-22 14:00:00,P34,Groceries,740.2,5,Houston
2023-03-22 15:00:00,P35,Home Decor,755.5,1,New York
2023-03-22 16:00:00,P36,Electronics,770.8,2,Los Angeles
2023-03-22 17:00:00,P37,Clothing,786.1,3,San Francisco
2023-03-22 18:00:00,P38,Groceries,801.4,4,Miami
2023-03-22 19:00:00,P39,Home Decor,816.7,5,Houston
2023-03-22 20:00:00,P40,Electronics,682.0,1,New York
2023-03-22 21:00:00,P41,Clothing,697.3,2,Los Angeles
2023-03-22 22:00:00,P42,Groceries,712.6,3,San Francisco
2023-03-22 23:00:00,P43,Home Decor,727.9,4,Miami
2023-03-23 00:00:00,P44,Electronics,743.2,5,Houston
2023-03-23 01:00:00,P45,Clothing,758.5,1,New York
2023-03-23 02:00:00,P46,Groceries,773.8,2,Los Angeles
2023-03-23 03:00:00,P47,Home Decor,789.1,3,San Francisco
2023-03-23 04:00:00,P48,Electronics,804.4,4,Miami
2023-03-23 05:00:00,P49,Clothing,819.7,5,Houston
2023-03-23 06:00:00,P50,Groceries,685.0,1,New York
2023-03-23 07:00:00,P51,Home Decor,700.3,2,Los Angeles
2023-03-23 08:00:00,P52,Electronics,715.6,3,San Francisco
2023-03-23 09:00:00,P53,Clothing,730.9,4,Miami
2023-03-23 10:00:00,P54,Groceries,746.2,5,Houston
2023-03-23 11:00:00,P55,Home Decor,761.5,1,New York
2023-03-23 12:00:00,P56,Electronics,776.8,2,Los Angeles
2023-03-23 13:00:00,P57,Clothing,792.1,3,San Francisco
2023-03-23 14:00:00,P58,Groceries,807.4,4,Miami
2023-03-23 15:00:00,P59,Home Decor,822.7,5,Houston
2023-03-23 16:00:00,P60,Electronics,688.0,1,New York
2023-03-23 17:00:00,P61,Clothing,703.3,2,Los Angeles
2023-03-23 18:00:00,P62,Groceries,718.6,3,San Francisco
2023-03-23 19:00:00,P63,Home Decor,733.9,4,Miami
2023-03-23 20:00:00,P64,Electronics,749.2,5,Houston
2023-03-23 21:00:00,P65,Clothing,764.5,1,New York
